Ano,P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Ticker,Tipo
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,1.32,1.21,1.66,0.18,0.8,1.07,55.93,33.63,24.49,7.88,25.56,4.54,20.63,0.58,8.991378868978357,13.030695948035882,ESPA3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.49,0.89,1.13,0.25,0.74,1.03,52.88,31.13,24.57,9.79,17.25,4.25,17.25,0.43,8.991378868978357,13.030695948035882,ESPA3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.03,-0.07,-0.08,0.39,0.59,1.11,57.95,33.16,28.73,18.48,21.71,8.54,21.62,0.46,8.991378868978357,13.030695948035882,ESPA3,acoes
2022,25.5,4.18,16.60521298419211,15.77,12.53,2.81,1.06,0.46,3.54,4.43,-1.74,1.13,10.20935542857143,3.37,0.25,0.75,2.55,37.99,-30.193584756304414,28.26,13.88,16.4,4.14,8.1,0.3,571.04,537.78,VAMO3,acoes
2021,29.09,4.43,13.31,18.53,15.53,2.7,1.15,0.41,4.15,3.18,-2.2,0.86,2.16,3.0,0.26,0.74,4.09,36.59,37.18,26.69,14.25,15.24,3.95,6.6,0.28,571.04,523.4,VAMO3,acoes
2020,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,4.12,3.26,5.64,0.12,0.88,1.29,34.21,42.21,24.42,11.84,35.4,4.24,8.64,0.36,8.991378868978357,13.030695948035882,VAMO3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,3.34,3.11,5.6,0.16,0.84,1.49,34.1,43.55,24.16,11.7,28.89,4.64,8.95,0.4,8.991378868978357,13.030695948035882,VAMO3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,1.49,2.0,3.96,287.37,712.63,0.86,33.47,46.13,23.29,12.03,19.42,5581.46,11.43,464.04,8.991378868978357,13.030695948035882,VAMO3,acoes
2016,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,2.99,3.88,5.9,0.2,0.8,0.48,44.46,64.08,42.13,20.6,24.76,5.02,8.87,0.24,8.991378868978357,13.030695948035882,VAMO3,acoes
2022,21.65,4.1,20.25,22.04,22.68,6.03,2.42,1.14,2.49,4.8,-12.46,-0.13,-0.64,-0.69,0.59,0.41,2.66,29.3,11.93,10.96,11.48,18.93,11.16,14.21,0.97,8.991378868978357,13.030695948035882,INTB3,acoes
2021,25.14,4.82,22.26,23.92,25.27,5.8,2.58,1.11,2.97,5.43,-15.26,-0.26,-1.26,-1.35,0.53,0.46,2.33,29.45,12.62,11.75,11.81,19.18,10.25,14.98,0.87,8.991378868978357,13.030695948035882,INTB3,acoes
2020,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.26,-0.63,-0.65,0.4,0.6,1.89,32.84,18.92,18.1,15.37,33.59,13.43,25.39,0.87,8.991378868978357,13.030695948035882,INTB3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.19,-0.69,-0.74,0.45,0.55,1.96,34.93,11.67,10.83,11.15,26.13,11.83,18.44,1.06,8.991378868978357,13.030695948035882,INTB3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.3,-0.93,-0.98,0.48,0.52,2.03,36.55,13.86,13.05,11.28,25.97,12.59,22.19,1.12,8.991378868978357,13.030695948035882,INTB3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.26,-0.72,-0.75,0.44,0.56,1.86,35.03,12.73,12.15,12.27,35.31,15.46,23.91,1.26,8.991378868978357,13.030695948035882,INTB3,acoes
2022,39.47,1.05,4.22,18.06,31.55,1.92,0.65,0.05,1.91,2.08,-1.25,-0.46,-3.22,-13.79,0.62,0.38,2.88,65.29,25.96,6.06,4.84,2.67,1.65,1.55,0.34,8.991378868978357,13.030695948035882,NGRD3,acoes
2021,42.96,1.34,8.93,15.98,24.66,1.96,0.82,0.06,2.56,2.53,-1.6,-0.47,-4.85,-8.67,0.61,0.39,2.94,66.53,18.55,10.37,5.95,3.12,1.9,2.97,0.32,8.991378868978357,13.030695948035882,NGRD3,acoes
2020,138.07,3.76,29.1,43.05,50.01,1.9,2.58,0.05,8.03,5.1,-7.05,-0.52,-4.71,-6.96,0.69,0.31,4.95,65.36,23.75,16.05,5.81,2.72,1.87,3.77,0.32,8.991378868978357,13.030695948035882,NGRD3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.74,2.25,3.51,0.41,0.59,1.19,70.08,21.69,13.89,4.18,6.3,2.59,9.03,0.62,8.991378868978357,13.030695948035882,NGRD3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.22,1.0,1.32,0.38,0.62,0.76,68.58,16.35,12.4,6.74,9.15,3.45,9.08,0.51,8.991378868978357,13.030695948035882,NGRD3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.1,0.67,0.98,0.57,0.43,1.32,65.5,10.73,7.34,4.76,6.84,3.89,6.82,0.82,8.991378868978357,13.030695948035882,NGRD3,acoes
2022,-1.05,-5.75,-5.38,-5.2,-1.71,-3.23,0.23,-17.57,2.16,-3.4,-0.35,0.824658251231527,-3.61,-3.49,-0.04,1.04,0.83,-4.59,-122.04,-126.33,-204.76,-544.82,-22.1,-28.99,0.11,8.991378868978357,13.030695948035882,AVLL3,acoes
2021,-1.66,47.86,-5.83,-5.62,-2.45,0.59,0.34,-16.82,2.75,-26.78,-0.52,61.99,-3.29,-3.17,0.01,0.99,0.97,-1.98,-108.47,-112.46,-165.48,-2875.53,-20.25,-27.71,0.12,8.991378868978357,13.030695948035882,AVLL3,acoes
2020,-1.72,1.35,-4.06,-3.85,-1.75,17.51,0.23,-13.68,2.94,1.67,-0.39,1.62,-2.22,-2.1,0.17,0.83,1.5,-34.97,-158.89,-167.68,-170.2,-78.14,-13.36,-22.16,0.08,8.991378868978357,13.030695948035882,AVLL3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,4.03,-2.32,-2.2,0.1,0.76,1.72,-94.56,-245.92,-259.74,-299.28,-211.08,-22.08,-27.91,0.07,8.991378868978357,13.030695948035882,AVLL3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,4.32,-3.08,-2.99,0.13,0.81,2.54,-324.82,-507.87,-523.13,-531.71,-147.16,-19.2,-23.37,0.04,8.991378868978357,13.030695948035882,AVLL3,acoes
2022,-26.57,1.74,16.60521298419211,10.43,13.43,18.76,1.27,-1.23,6.82,5.55,-2.0,-0.41,10.20935542857143,-3.17,0.73,0.27,2.62,57.2,-30.193584756304414,50.77,-25.67,-6.55,-4.76,12.32,0.19,8.991378868978357,13.030695948035882,RRRP3,acoes
2021,-7510.49,1.65,16.60521298419211,10.45,16.38,20.28,1.25,0.0,9.34,3.17,-2.48,-0.6,10.20935542857143,-5.93,0.75,0.23,4.79,56.1,-30.193584756304414,57.03,-0.12,-0.02,-0.02,8.39,0.13,8.991378868978357,13.030695948035882,RRRP3,acoes
2020,-15.71,3.78,16.60521298419211,-23.21,-23.64,9.84,1.93,-2.37,19.94,6.2,-3.05,-0.07,10.20935542857143,0.42,0.51,0.49,6.74,47.99,-30.193584756304414,-84.38,-126.92,-24.07,-12.29,-11.55,0.1,8.991378868978357,13.030695948035882,RRRP3,acoes
2022,-1.96,0.58,1.04,0.95,-1.66,2.02,0.51,-0.6,2.06,0.66,-3.98,-0.91,2.86,2.61,0.88,0.12,8.71,27.09,-113.52,-124.55,-105.1,-29.44,-26.0,-34.89,0.25,8.991378868978357,13.030695948035882,ENJU3,acoes
2021,-4.75,1.33,-1.38,-1.27,-4.17,2.15,1.19,-0.6,5.31,1.49,-10.52,-0.92,3.14,2.9,0.9,0.1,10.62,26.17,-117.39,-127.26,-111.91,-27.98,-25.15,-31.82,0.22,8.991378868978357,13.030695948035882,ENJU3,acoes
2020,-80.07,5.01,-81.73,-63.92,-80.09,2.54,4.71,-0.16,31.31,5.21,-111.2,-1.01,20.67,16.16,0.94,0.06,17.86,35.41,-30.58,-39.09,-39.1,-6.26,-5.88,-6.26,0.15,8.991378868978357,13.030695948035882,ENJU3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-1.0,0.97,0.73,0.4,0.6,0.92,31.38,-28.85,-38.37,-38.67,-138.89,-56.17,-132.02,1.45,8.991378868978357,13.030695948035882,ENJU3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-1.03,2.24,1.93,0.69,0.31,2.72,22.0,-42.08,-48.76,-51.53,-56.29,-38.58,-51.13,0.75,8.991378868978357,13.030695948035882,ENJU3,acoes
2022,-20.85,1.51,16.60521298419211,-5.51,-11.11,0.83,1.17,-0.06,3.36,1.83,-4.27,-0.75,10.20935542857143,5.51,0.78,0.21,8.57,-30.21,-30.193584756304414,-30.21,-16.1,-7.25,-5.63,-16.41,0.35,8.991378868978357,13.030695948035882,CASH3,acoes
2021,-68.87,3.84,16.60521298419211,-30.82,-38.38,0.84,2.88,-0.05,9.88,4.57,-11.05,-0.76,10.20935542857143,7.56,0.75,0.23,6.82,-25.75,-30.193584756304414,-25.75,-14.35,-5.57,-4.19,-12.16,0.29,8.991378868978357,13.030695948035882,CASH3,acoes
2020,96.19,5.34,16.60521298419211,55.01,66.63,2.81,5.03,0.16,15.13,5.66,-84.26,-0.93,10.20935542857143,-11.62,0.94,0.05,18.49,22.71,-30.193584756304414,22.71,15.73,5.56,5.23,5.56,0.33,8.991378868978357,13.030695948035882,CASH3,acoes
2022,92.92,29.03,11.68,13.08,75.81,0.3,17.25,0.09,17.28,32.89,-72.61,0.03,0.08,0.09,0.59,0.41,3.2,59.33,25.53,22.8,18.6,31.24,18.56,24.94,1.0,8.991378868978357,13.030695948035882,TFCO4,acoes
2021,159.46,45.94,20.42,23.04,136.13,0.28,25.9,0.08,28.31,51.48,-114.04,0.05,0.12,0.14,0.56,0.44,2.87,59.82,23.46,20.79,17.75,28.81,16.24,22.72,0.92,8.991378868978357,13.030695948035882,TFCO4,acoes
2020,473.69,60.68,39.16,49.94,302.38,0.21,34.29,0.03,45.77,67.54,-161.55,-0.19,-0.74,-0.94,0.57,0.43,2.81,58.29,19.3,15.14,9.66,12.81,7.24,12.25,0.75,8.991378868978357,13.030695948035882,TFCO4,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.27,0.08,0.11,0.05,0.93,0.93,53.3,19.18,14.46,10.75,184.71,8.54,29.5,0.79,8.991378868978357,13.030695948035882,TFCO4,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.16,-0.54,-0.59,0.69,0.31,3.39,57.31,15.13,13.78,10.36,20.72,14.33,19.77,1.38,8.991378868978357,13.030695948035882,TFCO4,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.18,-0.33,-0.35,0.68,0.32,3.5,61.74,24.09,22.66,16.47,37.03,25.08,37.74,1.52,8.991378868978357,13.030695948035882,TFCO4,acoes
2022,10.16,1.23,16.60521298419211,9.96,8.43,2.99,0.78,0.36,0.48,1.78,-2.02,0.22,10.20935542857143,1.53,0.63,0.36,3.44,22.95,-30.193584756304414,5.64,4.68,12.12,7.65,10.76,1.63,8.991378868978357,13.030695948035882,GMAT3,acoes
2021,17.55,2.08,12.22,15.76,14.54,2.9,1.34,0.34,0.84,2.88,-3.62,0.17,0.95,1.22,0.64,0.35,3.8,23.32,7.44,5.77,4.78,11.85,7.62,10.59,1.59,8.991378868978357,13.030695948035882,GMAT3,acoes
2020,25.45,3.27,16.60521298419211,20.17,21.24,2.55,2.25,0.33,1.49,3.93,-8.66,-0.16,10.20935542857143,-1.07,0.69,0.3,4.46,24.11,-30.193584756304414,7.02,5.85,12.86,8.85,12.6,1.51,8.991378868978357,13.030695948035882,GMAT3,acoes
2022,-24.95,1.27,6.22,22.55,13.19,4.08,0.37,-0.21,0.44,5.08,-0.54,0.89,2.54,9.23,0.29,0.71,1.29,17.82,12.13,3.35,-1.77,-5.08,-1.48,4.01,0.84,8.991378868978357,13.030695948035882,SEQL3,acoes
2021,-110.38,3.28,13.5,51.49,41.09,4.31,0.99,-0.13,1.3,15.56,-1.47,0.83,2.73,10.4,0.3,0.7,1.25,17.52,12.04,3.16,-1.17,-2.97,-0.9,3.02,0.77,8.991378868978357,13.030695948035882,SEQL3,acoes
2020,411.56,7.03,27.16,70.55,66.2,3.24,2.1,0.06,2.9,7.6,-4.34,0.46,1.67,4.35,0.3,0.7,2.16,21.58,11.37,4.38,0.7,1.71,0.51,3.3,0.73,8.991378868978357,13.030695948035882,SEQL3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,2.97,3.95,10.48,0.14,0.86,1.06,19.84,12.3,4.63,-1.36,-8.28,-1.17,4.38,0.86,8.991378868978357,13.030695948035882,SEQL3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.8,1.85,4.37,0.28,0.72,1.05,19.9,10.72,4.55,-0.18,-0.71,-0.2,7.73,1.14,8.991378868978357,13.030695948035882,SEQL3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,1.07,2.03,3.94,0.27,0.73,0.96,25.4,13.25,6.83,0.97,3.87,1.04,11.48,1.07,8.991378868978357,13.030695948035882,SEQL3,acoes
2022,13.81,1.44,16.60521298419211,35.25,58.66,3.81,1.17,0.4,3.04,2.38,-2.76,-0.58,10.20935542857143,-23.73,0.81,0.19,6.96,51.84,-30.193584756304414,5.18,22.01,10.42,8.48,-1.28,0.39,6.65,13.030695948035882,BOAS3,acoes
2021,20.57,1.57,16.60521298419211,-214.97,-341.1,3.81,1.28,0.29,4.24,2.6,-3.01,-0.58,10.20935542857143,126.14,0.81,0.19,6.96,50.89,-30.193584756304414,-1.24,20.64,7.65,6.23,-2.81,0.3,6.65,13.030695948035882,BOAS3,acoes
2020,130.12,3.38,16.60521298419211,66.0,80.92,3.74,2.5,0.1,9.64,4.86,-6.21,-0.62,10.20935542857143,-14.92,0.74,0.26,7.24,44.97,-30.193584756304414,11.91,7.41,2.6,1.92,3.02,0.26,8.991378868978357,13.030695948035882,BOAS3,acoes
2022,8.89,0.68,6.1,6.51,11.69,5.66,0.4,0.44,0.99,0.75,-2.94,-0.3,-4.77,-5.09,0.59,0.38,2.67,25.26,9.03,8.46,11.12,7.69,4.54,4.31,0.41,8.991378868978357,13.030695948035882,MELK3,acoes
2021,9.78,0.7,6.44,6.94,13.31,5.55,0.42,0.4,1.05,0.79,-3.1,-0.34,-5.92,-6.37,0.59,0.39,2.54,23.97,8.5,7.89,10.75,7.18,4.25,3.91,0.4,8.991378868978357,13.030695948035882,MELK3,acoes
2020,37.62,1.38,16.96,17.87,29.25,5.59,0.89,0.2,2.75,1.48,-7.86,-0.54,-10.8,-11.38,0.65,0.33,3.15,22.37,9.91,9.4,7.31,3.66,2.37,3.28,0.32,8.991378868978357,13.030695948035882,MELK3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.27,2.03,2.14,0.37,0.59,1.88,24.67,10.45,9.91,8.08,10.15,3.71,5.72,0.46,8.991378868978357,13.030695948035882,MELK3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.36,2.4,2.42,0.36,0.6,2.65,22.33,10.86,10.76,8.55,11.97,4.36,7.91,0.51,8.991378868978357,13.030695948035882,MELK3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.36,1.69,1.71,0.34,0.64,1.59,27.08,17.49,17.3,15.59,19.04,6.43,10.26,0.41,8.991378868978357,13.030695948035882,MELK3,acoes
2022,-14.23,1.32,10.23,20.68,6.67,1.75,0.3,-0.16,1.27,3.42,-0.36,2.78,6.97,14.09,0.23,0.77,1.92,31.18,38.6,19.1,-8.95,-9.24,-2.08,3.41,0.23,23.22,13.030695948035882,HBSA3,acoes
2021,-7.74,2.1,20.25,80.6,30.64,1.64,0.4,-0.45,2.35,4.2,-0.5,3.43,12.56,49.97,0.19,0.81,2.04,21.04,30.55,7.68,-30.4,-27.18,-5.2,0.73,0.17,23.22,13.030695948035882,HBSA3,acoes
2020,-49.71,3.44,19.56,40.35,25.89,2.01,0.92,-0.14,3.59,5.35,-1.22,1.92,7.01,14.46,0.27,0.73,3.2,25.48,28.59,13.86,-7.22,-6.92,-1.85,2.65,0.26,49.43,13.030695948035882,HBSA3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,2.06,4.14353964866196,0.08,7.512599199733244,119993.89719612765,110018.74129170092,1.34,4.59,7.8,0.33,0.67,3.86,33.28,47.93,28.22,6.25,3.8,1.24,5.01,0.2,65.55,13.030695948035882,HBSA3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,2.24,4.14353964866196,0.22,7.512599199733244,119993.89719612765,110018.74129170092,1.15,2.52,3.25,0.34,0.66,3.52,49.56,58.39,45.29,12.89,10.04,3.4,12.05,0.26,8.991378868978357,13.030695948035882,HBSA3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,1.91,4.14353964866196,0.02,7.512599199733244,119993.89719612765,110018.74129170092,1.47,4.97,7.81,0.36,0.64,0.63,42.83,49.57,31.53,1.48,0.89,0.32,6.56,0.21,8.991378868978357,13.030695948035882,HBSA3,acoes
2022,6.4,3.08,16.60521298419211,4.51,5.09,2.22,0.68,1.07,1.08,2.89,-2.36,-0.33,10.20935542857143,-0.54,0.22,0.73,1.49,37.38,-30.193584756304414,21.2,16.88,48.09,10.62,29.62,0.63,8.991378868978357,13.030695948035882,CURY3,acoes
2021,6.82,3.46,4.39,4.63,5.43,2.03,0.79,1.03,1.18,2.79,-2.72,-0.51,-0.76,-0.8,0.23,0.72,1.68,37.09,22.84,21.65,17.24,50.71,11.54,30.1,0.67,8.991378868978357,13.030695948035882,CURY3,acoes
2020,18.88,6.2,12.0,12.8,13.49,1.68,1.85,0.55,2.65,4.04,-10.39,-0.32,-0.64,-0.69,0.3,0.61,2.25,37.42,20.97,19.66,14.05,32.85,9.78,21.63,0.7,8.991378868978357,13.030695948035882,CURY3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.13,-0.11,-0.12,0.17,0.72,1.67,34.92,24.0,23.3,15.71,74.96,12.43,33.11,0.79,8.991378868978357,13.030695948035882,CURY3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.16,-0.17,-0.17,0.19,0.69,1.88,34.2,21.25,20.86,14.24,61.54,11.6,30.76,0.81,8.991378868978357,13.030695948035882,CURY3,acoes
2017,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,-0.05,-0.08,-0.09,0.17,0.74,1.41,29.94,16.56,15.66,13.86,53.18,8.84,21.69,0.64,8.991378868978357,13.030695948035882,CURY3,acoes
2022,4.31,1.39,4.27,4.3,3.37,1.63,0.34,0.52,0.36,0.47,-3.07,0.41,0.98,0.99,0.24,0.76,4.9,29.7,10.82,10.76,8.4,32.25,7.78,14.56,0.93,8.991378868978357,13.030695948035882,PLPL3,acoes
2021,4.91,2.09,4.73,4.75,4.05,1.55,0.52,0.66,0.52,0.73,-5.34,0.36,0.7,0.7,0.25,0.75,4.78,31.21,12.94,12.88,10.63,42.58,10.65,18.94,1.0,8.991378868978357,13.030695948035882,PLPL3,acoes
2020,11.74,6.75,10.87,10.89,10.31,1.13,1.61,0.65,1.72,2.06,-27.76,0.38,0.57,0.57,0.24,0.76,5.92,36.81,16.74,16.71,14.67,57.44,13.75,25.06,0.94,8.991378868978357,13.030695948035882,PLPL3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.85,0.7,0.7,0.14,0.86,5.05,35.55,16.28,16.24,14.23,106.6,14.74,30.3,1.04,8.991378868978357,13.030695948035882,PLPL3,acoes
2022,72.33,2.85,18.51,29.48,31.74,3.83,1.47,0.15,2.22,8.25,-2.33,-0.19,-1.29,-2.06,0.52,0.48,1.95,48.38,11.12,6.98,3.06,3.94,2.04,6.96,0.66,8.991378868978357,13.030695948035882,PETZ3,acoes
2021,94.91,4.05,26.86,41.06,43.91,4.04,2.07,0.17,3.4,10.74,-3.42,-0.26,-1.86,-2.85,0.51,0.49,1.95,48.29,11.82,7.73,3.58,4.27,2.18,7.17,0.61,8.991378868978357,13.030695948035882,PETZ3,acoes
2020,121.97,13.83,38.45,57.46,57.38,1.38,3.76,0.16,4.96,30.7,-7.07,0.02,0.05,0.07,0.27,0.73,1.35,48.27,12.91,8.64,4.06,11.34,3.08,11.13,0.76,8.991378868978357,13.030695948035882,PETZ3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,1.3,1.76,2.66,0.14,0.86,1.16,48.31,13.24,8.73,2.39,13.37,1.9,12.76,0.79,8.991378868978357,13.030695948035882,PETZ3,acoes
2018,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.6371883750120695,7.512599199733244,119993.89719612765,110018.74129170092,0.53,1.16,1.81,0.3,0.7,1.65,45.82,10.81,6.92,4.02,17.0,5.18,8.48,1.29,8.991378868978357,13.030695948035882,PETZ3,acoes
2022,14.76,1.0,4.21,7.68,5.94,4.76,0.33,0.32,0.27,1.8,-0.68,0.28,0.91,1.66,0.33,0.67,1.54,32.06,8.43,4.62,1.86,6.81,2.22,10.72,1.19,6.32,28.07,PGMN3,acoes
2021,25.23,1.99,7.2,12.53,11.09,4.71,0.63,0.37,0.55,3.14,-1.36,0.26,0.82,1.43,0.32,0.68,1.6,32.15,8.64,4.97,2.18,7.87,2.5,11.13,1.15,6.32,31.57,PGMN3,acoes
2020,41.68,2.06,7.46,13.24,12.44,4.37,0.7,0.22,0.58,3.18,-1.54,0.13,0.45,0.8,0.34,0.66,1.67,30.92,8.33,4.69,1.4,4.95,1.67,10.44,1.19,8.17,25.42,PGMN3,acoes
2019,30.142962596803425,109960.05198883235,16.60521298419211,56.73517328028479,39.36756505884303,3.42,4.14353964866196,-0.02,7.512599199733244,119993.89719612765,110018.74129170092,0.79,1.74,3.77,0.21,0.79,1.3,31.42,7.29,3.36,-0.11,-0.68,-0.14,9.82,1.34,8.991378868978357,13.030695948035882,PGMN3,acoes
