P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Open_0,acoes,bdrs,Open_dif
-0.41,-0.04,16.60521298419211,-74.55,-2.92,-57.07,0.15,-6.19,3.72,-0.92,-0.15,0.824658251231527,10.20935542857143,-71.63,-3.26,4.26,0.05,79.32,-30.19358475630441,-127.7,-903.95,-10.85,-35.32,-15.65,0.04,99.94,13.030695948035882,27.6,1,0,0.6086956159420289
-1.67,-0.05,16.60521298419211,21.72,1.01,-50.88,0.17,-1.65,4.14,-1.15,-0.17,0.824658251231527,10.20935542857143,20.71,-3.07,4.07,0.04,63.4,-30.19358475630441,410.33,-247.97,-3.25,-9.97,46.92,0.04,16.09,13.030695948035882,48.200001,1,0,0.2385892066682737
-1.67,-0.05,16.60521298419211,21.72,1.01,-50.88,0.17,-1.65,4.14,-1.15,-0.17,0.824658251231527,10.20935542857143,20.71,-3.07,4.07,0.04,63.4,-30.19358475630441,410.33,-247.97,-3.25,-9.97,46.92,0.04,16.09,13.030695948035882,48.200001,1,0,0.2385892066682737
-1.25,-0.61,16.60521298419211,65.43,5.33,-7.94,0.07,-3.84,17.8,-1.15,-0.07,0.824658251231527,10.20935542857143,60.1,-0.12,1.12,0.05,6.62,-30.19358475630441,334.23,-1419.82,-48.44,-5.88,1.95,0.0,8.991378868978357,13.030695948035882,103.599998,1,0,0.13320463577615127
-1.25,-0.61,16.60521298419211,65.43,5.33,-7.94,0.07,-3.84,17.8,-1.15,-0.07,0.824658251231527,10.20935542857143,60.1,-0.12,1.12,0.05,6.62,-30.19358475630441,334.23,-1419.82,-48.44,-5.88,1.95,0.0,8.991378868978357,13.030695948035882,103.599998,1,0,0.13320463577615127
-1.28,11.81,16.60521298419211,22.12,8.57,0.56,0.15,-5.14,2.12,-1.17,-0.21,18.66,10.20935542857143,13.55,0.01,0.99,0.66,87.05,-30.19358475630441,24.72,-165.59,-923.01,-12.01,-1.0,0.07,-0.36,13.030695948035882,205.55835,1,0,0.17075442568983454
-1.28,11.81,16.60521298419211,22.12,8.57,0.56,0.15,-5.14,2.12,-1.17,-0.21,18.66,10.20935542857143,13.55,0.01,0.99,0.66,87.05,-30.19358475630441,24.72,-165.59,-923.01,-12.01,-1.0,0.07,-0.36,13.030695948035882,205.55835,1,0,0.17075442568983454
1.73,0.35,16.60521298419211,3.81,1.01,16.11,0.12,3.31,1.72,0.46,-0.18,0.98,10.20935542857143,2.79,0.34,0.66,4.73,88.93,-30.19358475630441,169.83,99.67,20.53,7.06,13.83,0.07,6.83,13.030695948035882,143.278854,1,0,0.39782562749978445
1.73,0.35,16.60521298419211,3.81,1.01,16.11,0.12,3.31,1.72,0.46,-0.18,0.98,10.20935542857143,2.79,0.34,0.66,4.73,88.93,-30.19358475630441,169.83,99.67,20.53,7.06,13.83,0.07,6.83,13.030695948035882,143.278854,1,0,0.39782562749978445
2.07,0.39,16.60521298419211,7.7,1.92,10.24,0.11,1.93,1.46,-3.23,-0.12,1.17,10.20935542857143,5.78,0.29,0.71,0.66,85.72,-30.19358475630441,76.26,70.74,18.84,5.56,7.55,0.08,13.55,13.030695948035882,100.799194,1,0,1.0
2.07,0.39,16.60521298419211,7.7,1.92,10.24,0.11,1.93,1.46,-3.23,-0.12,1.17,10.20935542857143,5.78,0.29,0.71,0.66,85.72,-30.19358475630441,76.26,70.74,18.84,5.56,7.55,0.08,13.55,13.030695948035882,100.799194,1,0,1.0
-0.26,0.18,16.60521298419211,35.12,3.2,15.46,0.04,-10.93,0.54,-3.31,-0.05,1.8,10.20935542857143,31.92,0.24,0.76,0.87,86.18,-30.19358475630441,16.79,-210.0,-70.74,-17.06,0.1,0.08,17.74,13.030695948035882,262.077911,1,0,0.9038461009405712
-0.26,0.18,16.60521298419211,35.12,3.2,15.46,0.04,-10.93,0.54,-3.31,-0.05,1.8,10.20935542857143,31.92,0.24,0.76,0.87,86.18,-30.19358475630441,16.79,-210.0,-70.74,-17.06,0.1,0.08,17.74,13.030695948035882,262.077911,1,0,0.9038461009405712
-1.49,0.29,16.60521298419211,15.72,3.98,25.29,0.1,-4.88,1.46,1.86,-0.12,0.85,10.20935542857143,11.73,0.35,0.65,1.69,85.47,-30.19358475630441,36.75,-98.11,-19.3,-6.76,2.36,0.07,20.08,13.030695948035882,339.477295,1,0,0.605514280417487
-1.49,0.29,16.60521298419211,15.72,3.98,25.29,0.1,-4.88,1.46,1.86,-0.12,0.85,10.20935542857143,11.73,0.35,0.65,1.69,85.47,-30.19358475630441,36.75,-98.11,-19.3,-6.76,2.36,0.07,20.08,13.030695948035882,339.477295,1,0,0.605514280417487
-3.77,3.8,16.60521298419211,8.48,2.95,2.48,0.21,-2.5,2.17,-8.78,-0.26,0.58,10.20935542857143,5.53,0.41,0.59,0.88,85.95,-30.19358475630441,73.38,-57.57,-8.3,-3.43,4.6,0.06,8.991378868978357,13.030695948035882,384.116913,1,0,0.3730084491228846
-3.77,3.8,16.60521298419211,8.48,2.95,2.48,0.21,-2.5,2.17,-8.78,-0.26,0.58,10.20935542857143,5.53,0.41,0.59,0.88,85.95,-30.19358475630441,73.38,-57.57,-8.3,-3.43,4.6,0.06,8.991378868978357,13.030695948035882,384.116913,1,0,0.3730084491228846
12.86,2.21,16.60521298419211,4.88,13.59,23.64,0.55,4.05,0.95,3.27,-1.96,-1.41,10.20935542857143,-8.72,0.25,0.75,1.31,100.0,-30.19358475630441,6.96,7.35,17.15,4.29,5.02,0.58,8.991378868978357,-1.38,18.165001,1,0,1.179190686529552
12.86,2.21,16.60521298419211,4.88,13.59,23.64,0.55,4.05,0.95,3.27,-1.96,-1.41,10.20935542857143,-8.72,0.25,0.75,1.31,100.0,-30.19358475630441,6.96,7.35,17.15,4.29,5.02,0.58,8.991378868978357,-1.38,18.165001,1,0,1.179190686529552
10.67,1.52,16.60521298419211,1.35,29.22,23.86,0.41,3.41,0.7,1.88,-1.65,-1.45,10.20935542857143,-27.87,0.27,0.73,1.4,100.0,-30.19358475630441,2.38,6.52,14.27,3.8,-0.42,0.58,8.991378868978357,10.03,13.445,1,0,1.8222387504648567
10.67,1.52,16.60521298419211,1.35,29.22,23.86,0.41,3.41,0.7,1.88,-1.65,-1.45,10.20935542857143,-27.87,0.27,0.73,1.4,100.0,-30.19358475630441,2.38,6.52,14.27,3.8,-0.42,0.58,8.991378868978357,10.03,13.445,1,0,1.8222387504648567
9.5,1.24,16.60521298419211,-9.49,72.77,21.65,0.34,2.83,0.54,1.8,-1.4,-1.4,10.20935542857143,-82.26,0.28,0.72,2.723425095370657,100.0,-30.19358475630441,0.74,5.67,13.08,3.61,-4.39,0.64,8.991378868978357,9.56,14.395,1,0,2.1792289683918025
9.5,1.24,16.60521298419211,-9.49,72.77,21.65,0.34,2.83,0.54,1.8,-1.4,-1.4,10.20935542857143,-82.26,0.28,0.72,2.723425095370657,100.0,-30.19358475630441,0.74,5.67,13.08,3.61,-4.39,0.64,8.991378868978357,9.56,14.395,1,0,2.1792289683918025
9.29,1.45,16.60521298419211,-0.24,27.17,19.92,0.4,3.1,0.6,2.17,-1.77,-1.45,10.20935542857143,-27.42,0.28,0.72,1.34,100.0,-30.19358475630441,2.22,6.48,15.51,4.32,-1.1,0.67,8.991378868978357,9.96,15.2,1,0,1.7154605921052632
9.29,1.45,16.60521298419211,-0.24,27.17,19.92,0.4,3.1,0.6,2.17,-1.77,-1.45,10.20935542857143,-27.42,0.28,0.72,1.34,100.0,-30.19358475630441,2.22,6.48,15.51,4.32,-1.1,0.67,8.991378868978357,9.96,15.2,1,0,1.7154605921052632
11.22,1.64,16.60521298419211,7.28,23.03,18.55,0.44,2.71,0.69,3.62,-1.49,-1.12,10.20935542857143,-15.75,0.27,0.73,2.723425095370657,100.0,-30.19358475630441,2.98,6.11,14.6,3.91,-0.49,0.64,8.991378868978357,22.45,14.875,1,0,1.221176537815126
11.22,1.64,16.60521298419211,7.28,23.03,18.55,0.44,2.71,0.69,3.62,-1.49,-1.12,10.20935542857143,-15.75,0.27,0.73,2.723425095370657,100.0,-30.19358475630441,2.98,6.11,14.6,3.91,-0.49,0.64,8.991378868978357,22.45,14.875,1,0,1.221176537815126
6.84,1.63,1.14,1.14,7.58,18.22,0.47,4.35,7.512599199733244,5.41,-2.07,-1.39,10.20935542857143,-6.44,0.29,0.71,2.723425095370657,44.870923770184,-30.19358475630441,-13.713876267367633,-50.852420202778816,23.84,6.89,7.45,0.0,8.991378868978357,37.22,11.745,1,0,1.1447424435930185
6.84,1.63,1.14,1.14,7.58,18.22,0.47,4.35,7.512599199733244,5.41,-2.07,-1.39,10.20935542857143,-6.44,0.29,0.71,2.723425095370657,44.870923770184,-30.19358475630441,-13.713876267367633,-50.852420202778816,23.84,6.89,7.45,0.0,8.991378868978357,37.22,11.745,1,0,1.1447424435930185
8.78,1.2,3.85,6.54,6.0,5.76,0.73,0.78,0.69,15.73,-1.03,0.11,0.32,0.54,0.61,0.39,1.19,24.11,19.41,11.43,7.81,13.62,8.34,12.26,1.07,3.54,183.53,9.85,1,0,1.3258883248730966
8.78,1.2,3.85,6.54,6.0,5.76,0.73,0.78,0.69,15.73,-1.03,0.11,0.32,0.54,0.61,0.39,1.19,24.11,19.41,11.43,7.81,13.62,8.34,12.26,1.07,3.54,183.53,9.85,1,0,1.3258883248730966
9.11,1.84,4.16,6.08,6.0,5.36,1.03,1.08,0.85,18.65,-1.55,0.03,0.06,0.08,0.56,0.44,1.2,27.99,20.6,14.1,9.28,20.19,11.28,17.93,1.22,5.47,15.29,4.94,1,0,3.0546558704453437
9.11,1.84,4.16,6.08,6.0,5.36,1.03,1.08,0.85,18.65,-1.55,0.03,0.06,0.08,0.56,0.44,1.2,27.99,20.6,14.1,9.28,20.19,11.28,17.93,1.22,5.47,15.29,4.94,1,0,3.0546558704453437
5.87,1.06,2.75,4.31,3.53,4.63,0.58,0.84,0.44,-20.2,-0.8,0.23,0.5,0.78,0.55,0.45,0.91,26.14,19.51,12.45,7.49,18.05,9.85,17.83,1.31,3.22,9.04,2.98,1,0,4.114093959731544
5.87,1.06,2.75,4.31,3.53,4.63,0.58,0.84,0.44,-20.2,-0.8,0.23,0.5,0.78,0.55,0.45,0.91,26.14,19.51,12.45,7.49,18.05,9.85,17.83,1.31,3.22,9.04,2.98,1,0,4.114093959731544
6.55,0.73,2.45,4.2,3.06,4.1,0.33,0.45,0.27,-8.5,-0.43,0.27,0.67,1.15,0.46,0.54,0.85,22.31,15.07,8.79,4.1,11.11,5.06,14.53,1.23,3.88,-10.47,3.11,1,0,2.215434083601286
6.55,0.73,2.45,4.2,3.06,4.1,0.33,0.45,0.27,-8.5,-0.43,0.27,0.67,1.15,0.46,0.54,0.85,22.31,15.07,8.79,4.1,11.11,5.06,14.53,1.23,3.88,-10.47,3.11,1,0,2.215434083601286
12.88,0.91,3.91,7.75,5.4,3.42,0.41,0.24,0.36,-9.09,-0.51,0.4,1.18,2.35,0.45,0.55,0.82,20.6,13.39,6.75,2.83,7.07,3.17,9.97,1.12,0.12,-7.91,3.12,1,0,3.157051282051282
12.88,0.91,3.91,7.75,5.4,3.42,0.41,0.24,0.36,-9.09,-0.51,0.4,1.18,2.35,0.45,0.55,0.82,20.6,13.39,6.75,2.83,7.07,3.17,9.97,1.12,0.12,-7.91,3.12,1,0,3.157051282051282
811.74,0.95,6.5,26.4,17.45,3.3,0.42,0.0,0.41,89.64,-0.53,0.49,2.2,8.95,0.44,0.56,1.02,16.72,9.58,2.36,0.05,0.12,0.05,2.9,1.02,-0.61,-52.77,4.19,1,0,1.1789976133651552
811.74,0.95,6.5,26.4,17.45,3.3,0.42,0.0,0.41,89.64,-0.53,0.49,2.2,8.95,0.44,0.56,1.02,16.72,9.58,2.36,0.05,0.12,0.05,2.9,1.02,-0.61,-52.77,4.19,1,0,1.1789976133651552
243.6,0.57,16.60521298419211,10.31,6.42,14.42,0.31,0.03,7.92,6.13,-0.37,0.34,10.20935542857143,3.89,0.55,0.45,1.47,100.0,-30.19358475630441,123.44,3.25,0.23,0.13,3.85,0.04,-14.53,-29.93,10.6,1,0,0.6933962264150944
243.6,0.57,16.60521298419211,10.31,6.42,14.42,0.31,0.03,7.92,6.13,-0.37,0.34,10.20935542857143,3.89,0.55,0.45,1.47,100.0,-30.19358475630441,123.44,3.25,0.23,0.13,3.85,0.04,-14.53,-29.93,10.6,1,0,0.6933962264150944
11.41,0.54,16.60521298419211,10.17,6.49,19.7,0.32,0.93,7.34,6.12,-0.37,0.3,10.20935542857143,3.68,0.6,0.4,1.73,100.0,-30.19358475630441,113.08,64.36,4.71,2.83,5.52,0.04,-7.36,-25.61,7.51,1,0,1.3182423435419441
11.41,0.54,16.60521298419211,10.17,6.49,19.7,0.32,0.93,7.34,6.12,-0.37,0.3,10.20935542857143,3.68,0.6,0.4,1.73,100.0,-30.19358475630441,113.08,64.36,4.71,2.83,5.52,0.04,-7.36,-25.61,7.51,1,0,1.3182423435419441
77.54,0.47,16.60521298419211,33.21,16.04,15.86,0.24,0.1,4.8,4.55,-0.28,0.51,10.20935542857143,17.18,0.52,0.48,1.77,100.0,-30.19358475630441,29.95,6.19,0.61,0.31,1.34,0.05,6.33,-38.78,8.42,1,0,1.7197149643705463
77.54,0.47,16.60521298419211,33.21,16.04,15.86,0.24,0.1,4.8,4.55,-0.28,0.51,10.20935542857143,17.18,0.52,0.48,1.77,100.0,-30.19358475630441,29.95,6.19,0.61,0.31,1.34,0.05,6.33,-38.78,8.42,1,0,1.7197149643705463
-3.26,0.54,16.60521298419211,-71.18,-36.49,15.56,0.27,-2.58,3.51,3.27,-0.33,0.51,10.20935542857143,-34.68,0.51,0.49,2.0,100.0,-30.19358475630441,-9.63,-107.66,-16.59,-8.4,-2.49,0.08,28.45,13.030695948035882,10.25,1,0,0.7999999999999999
-3.26,0.54,16.60521298419211,-71.18,-36.49,15.56,0.27,-2.58,3.51,3.27,-0.33,0.51,10.20935542857143,-34.68,0.51,0.49,2.0,100.0,-30.19358475630441,-9.63,-107.66,-16.59,-8.4,-2.49,0.08,28.45,13.030695948035882,10.25,1,0,0.7999999999999999
12.12,0.53,16.60521298419211,7.92,3.74,19.21,0.27,0.85,3.83,7.49,-0.29,0.6,10.20935542857143,4.18,0.5,0.49,1.84,100.0,-30.19358475630441,102.4,31.6,4.4,2.21,8.26,0.07,49.31,9.66,18.6,1,0,0.5698924731182795
12.12,0.53,16.60521298419211,7.92,3.74,19.21,0.27,0.85,3.83,7.49,-0.29,0.6,10.20935542857143,4.18,0.5,0.49,1.84,100.0,-30.19358475630441,102.4,31.6,4.4,2.21,8.26,0.07,49.31,9.66,18.6,1,0,0.5698924731182795
71.65,0.76,16.60521298419211,14.64,8.18,24.47,0.38,0.26,6.3,23.22,-0.41,0.6,10.20935542857143,6.46,0.49,0.5,1.21,100.0,-30.19358475630441,77.0,8.79,1.06,0.52,5.16,0.06,8.991378868978357,13.030695948035882,25.5,1,0,0.2945098039215686
71.65,0.76,16.60521298419211,14.64,8.18,24.47,0.38,0.26,6.3,23.22,-0.41,0.6,10.20935542857143,6.46,0.49,0.5,1.21,100.0,-30.19358475630441,77.0,8.79,1.06,0.52,5.16,0.06,8.991378868978357,13.030695948035882,25.5,1,0,0.2945098039215686
10.29,0.91,16.60521298419211,9.27,6.61,26.65,0.55,2.36,3.96,8.69,-0.64,0.37,10.20935542857143,2.66,0.6,0.4,1.78,77.31,-30.19358475630441,59.92,38.48,8.86,5.33,7.5,0.14,4.78,10.7,23.633333,1,0,0.7946403920259575
10.29,0.91,16.60521298419211,9.27,6.61,26.65,0.55,2.36,3.96,8.69,-0.64,0.37,10.20935542857143,2.66,0.6,0.4,1.78,77.31,-30.19358475630441,59.92,38.48,8.86,5.33,7.5,0.14,4.78,10.7,23.633333,1,0,0.7946403920259575
38.44,2.74,16.60521298419211,25.23,22.34,25.89,1.64,1.84,12.28,23.66,-1.93,0.35,10.20935542857143,2.89,0.6,0.4,1.86,76.36,-30.19358475630441,54.97,31.94,7.12,4.27,7.13,0.13,3.83,-0.98,19.603333,1,0,1.2003061418178225
38.44,2.74,16.60521298419211,25.23,22.34,25.89,1.64,1.84,12.28,23.66,-1.93,0.35,10.20935542857143,2.89,0.6,0.4,1.86,76.36,-30.19358475630441,54.97,31.94,7.12,4.27,7.13,0.13,3.83,-0.98,19.603333,1,0,1.2003061418178225
15.28,1.07,16.60521298419211,10.98,7.29,55.44,0.6,3.89,4.29,26.35,-0.68,0.54,10.20935542857143,3.69,0.56,0.44,1.25,76.48,-30.19358475630441,58.94,28.1,7.01,3.92,7.14,0.14,10.42,0.91,12.666666,1,0,2.6131578743767303
15.28,1.07,16.60521298419211,10.98,7.29,55.44,0.6,3.89,4.29,26.35,-0.68,0.54,10.20935542857143,3.69,0.56,0.44,1.25,76.48,-30.19358475630441,58.94,28.1,7.01,3.92,7.14,0.14,10.42,0.91,12.666666,1,0,2.6131578743767303
8.42,0.73,16.60521298419211,7.73,4.86,52.09,0.43,4.51,2.86,12.39,-0.49,0.43,10.20935542857143,2.87,0.6,0.4,1.46,77.35,-30.19358475630441,58.92,34.01,8.66,5.16,8.6,0.15,12.0,10.65,15.813333,1,0,1.5373102558454945
8.42,0.73,16.60521298419211,7.73,4.86,52.09,0.43,4.51,2.86,12.39,-0.49,0.43,10.20935542857143,2.87,0.6,0.4,1.46,77.35,-30.19358475630441,58.92,34.01,8.66,5.16,8.6,0.15,12.0,10.65,15.813333,1,0,1.5373102558454945
10.35,0.94,16.60521298419211,8.9,6.05,50.67,0.57,4.59,3.42,10.03,-0.66,0.44,10.20935542857143,2.85,0.6,0.4,1.74,73.3,-30.19358475630441,56.53,33.06,9.05,5.44,8.57,0.16,18.19,17.64,16.633333,1,0,1.4208416918004347
10.35,0.94,16.60521298419211,8.9,6.05,50.67,0.57,4.59,3.42,10.03,-0.66,0.44,10.20935542857143,2.85,0.6,0.4,1.74,73.3,-30.19358475630441,56.53,33.06,9.05,5.44,8.57,0.16,18.19,17.64,16.633333,1,0,1.4208416918004347
31.42,2.34,16.60521298419211,22.01,18.4,21.31,1.4,1.59,9.19,29.11,-1.59,0.46,10.20935542857143,3.61,0.59,0.41,1.61,72.37,-30.19358475630441,49.95,29.24,7.45,4.39,6.74,0.15,8.991378868978357,13.030695948035882,20.065521,1,0,0.9769660603380296
31.42,2.34,16.60521298419211,22.01,18.4,21.31,1.4,1.59,9.19,29.11,-1.59,0.46,10.20935542857143,3.61,0.59,0.41,1.61,72.37,-30.19358475630441,49.95,29.24,7.45,4.39,6.74,0.15,8.991378868978357,13.030695948035882,20.065521,1,0,0.9769660603380296
9.32,1.7,16.60521298419211,6.99,7.58,20.93,0.15,3.81,1.77,119993.89719612764,-0.15,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.9,2.723425095370657,46.23,-30.19358475630441,23.31,18.97,18.21,1.6,12.17401091405184,0.08,6.73,8.68,28.386665,1,0,0.7457727070087311
9.32,1.7,16.60521298419211,6.99,7.58,20.93,0.15,3.81,1.77,119993.89719612764,-0.15,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.9,2.723425095370657,46.23,-30.19358475630441,23.31,18.97,18.21,1.6,12.17401091405184,0.08,6.73,8.68,28.386665,1,0,0.7457727070087311
12.08,2.13,16.60521298419211,8.63,9.16,19.96,0.2,3.52,1.87,119993.89719612764,-0.2,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.9,2.723425095370657,47.63,-30.19358475630441,20.45,15.51,17.18,1.61,12.17401091405184,0.1,8.05,12.92,22.299999,1,0,1.4183856689859045
12.08,2.13,16.60521298419211,8.63,9.16,19.96,0.2,3.52,1.87,119993.89719612764,-0.2,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.9,2.723425095370657,47.63,-30.19358475630441,20.45,15.51,17.18,1.61,12.17401091405184,0.1,8.05,12.92,22.299999,1,0,1.4183856689859045
9.37,1.65,16.60521298419211,5.35,5.68,20.49,0.15,3.61,1.16,119993.89719612764,-0.15,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.9,2.723425095370657,45.64,-30.19358475630441,20.39,12.36,17.65,1.6,12.17401091405184,0.13,11.05,9.34,15.957575,1,0,2.3249145311865993
9.37,1.65,16.60521298419211,5.35,5.68,20.49,0.15,3.61,1.16,119993.89719612764,-0.15,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.9,2.723425095370657,45.64,-30.19358475630441,20.39,12.36,17.65,1.6,12.17401091405184,0.13,11.05,9.34,15.957575,1,0,2.3249145311865993
6.22,1.43,16.60521298419211,8.48,8.77,18.45,0.13,4.23,1.24,119993.89719612764,-0.13,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,2.723425095370657,42.07,-30.19358475630441,14.1,19.87,22.93,2.02,12.17401091405184,0.1,9.45,100.93,19.06336,1,0,1.8622110687727662
6.22,1.43,16.60521298419211,8.48,8.77,18.45,0.13,4.23,1.24,119993.89719612764,-0.13,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,2.723425095370657,42.07,-30.19358475630441,14.1,19.87,22.93,2.02,12.17401091405184,0.1,9.45,100.93,19.06336,1,0,1.8622110687727662
8.88,1.93,16.60521298419211,6.42,6.64,17.95,0.17,3.9,1.48,119993.89719612764,-0.17,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,2.723425095370657,43.44,-30.19358475630441,22.33,16.7,21.72,1.91,12.17401091405184,0.11,206.92,22.84,16.06311,1,0,1.7671960784679928
8.88,1.93,16.60521298419211,6.42,6.64,17.95,0.17,3.9,1.48,119993.89719612764,-0.17,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,2.723425095370657,43.44,-30.19358475630441,22.33,16.7,21.72,1.91,12.17401091405184,0.11,206.92,22.84,16.06311,1,0,1.7671960784679928
9.6,1.89,16.60521298419211,7.33,7.55,16.55,0.15,3.27,1.66,119993.89719612764,-0.16,0.824658251231527,10.20935542857143,10.919744689144414,0.08,0.92,2.723425095370657,51.09,-30.19358475630441,22.01,17.33,19.73,1.6,12.17401091405184,0.09,8.991378868978357,13.030695948035882,15.194772,1,0,1.4676099779582081
9.6,1.89,16.60521298419211,7.33,7.55,16.55,0.15,3.27,1.66,119993.89719612764,-0.16,0.824658251231527,10.20935542857143,10.919744689144414,0.08,0.92,2.723425095370657,51.09,-30.19358475630441,22.01,17.33,19.73,1.6,12.17401091405184,0.09,8.991378868978357,13.030695948035882,15.194772,1,0,1.4676099779582081
9.57,1.64,16.60521298419211,9.5,9.09,7.38,1.36,1.26,16.8,22.89,-1.51,0.01,10.20935542857143,0.06,0.83,0.12,2.66,25.38,-30.19358475630441,184.69,175.55,17.11,14.25,15.8,0.08,0.32,10.61,9.367965,1,0,0.9628558603709557
9.57,1.64,16.60521298419211,9.5,9.09,7.38,1.36,1.26,16.8,22.89,-1.51,0.01,10.20935542857143,0.06,0.83,0.12,2.66,25.38,-30.19358475630441,184.69,175.55,17.11,14.25,15.8,0.08,0.32,10.61,9.367965,1,0,0.9628558603709557
10.0,1.57,16.60521298419211,9.93,9.78,6.9,1.27,1.08,16.38,32.61,-1.39,0.04,10.20935542857143,0.25,0.81,0.14,1.76,26.06,-30.19358475630441,167.5,163.9,15.3,12.42,13.4,0.08,0.35,12.4,7.052898,1,0,1.5839486123292865
10.0,1.57,16.60521298419211,9.93,9.78,6.9,1.27,1.08,16.38,32.61,-1.39,0.04,10.20935542857143,0.25,0.81,0.14,1.76,26.06,-30.19358475630441,167.5,163.9,15.3,12.42,13.4,0.08,0.35,12.4,7.052898,1,0,1.5839486123292865
7.49,1.29,16.60521298419211,7.51,7.48,6.42,1.04,1.11,13.13,20.26,-1.18,0.02,10.20935542857143,0.12,0.81,0.14,1.81,22.32,-30.19358475630441,175.55,175.19,17.2,13.91,14.8,0.08,-2.33,11.16,5.379594,1,0,2.4944348960163167
7.49,1.29,16.60521298419211,7.51,7.48,6.42,1.04,1.11,13.13,20.26,-1.18,0.02,10.20935542857143,0.12,0.81,0.14,1.81,22.32,-30.19358475630441,175.55,175.19,17.2,13.91,14.8,0.08,-2.33,11.16,5.379594,1,0,2.4944348960163167
5.24,1.04,16.60521298419211,5.24,5.13,6.64,0.85,1.31,9.52,15.87,-0.95,0.01,10.20935542857143,0.07,0.82,0.13,1.98,23.62,-30.19358475630441,185.63,181.54,19.77,16.17,17.76,0.09,-1.39,14.96,6.659351,1,0,1.7276099427706995
5.24,1.04,16.60521298419211,5.24,5.13,6.64,0.85,1.31,9.52,15.87,-0.95,0.01,10.20935542857143,0.07,0.82,0.13,1.98,23.62,-30.19358475630441,185.63,181.54,19.77,16.17,17.76,0.09,-1.39,14.96,6.659351,1,0,1.7276099427706995
7.25,1.46,16.60521298419211,7.08,6.89,6.42,1.18,1.29,11.43,24.62,-1.33,0.02,10.20935542857143,0.1,0.81,0.13,1.72,24.98,-30.19358475630441,165.76,157.56,20.17,16.28,18.16,0.1,3.15,12.64,5.715299,1,0,1.6391032210213323
7.25,1.46,16.60521298419211,7.08,6.89,6.42,1.18,1.29,11.43,24.62,-1.33,0.02,10.20935542857143,0.1,0.81,0.13,1.72,24.98,-30.19358475630441,165.76,157.56,20.17,16.28,18.16,0.1,3.15,12.64,5.715299,1,0,1.6391032210213323
8.33,1.43,16.60521298419211,8.85,7.49,6.21,1.13,1.07,8.97,20.24,-1.29,0.02,10.20935542857143,0.13,0.79,0.14,1.81,29.5,-30.19358475630441,119.74,107.73,17.2,13.59,16.05,0.13,-0.81,24.17,5.614681,1,0,1.2561529319297036
8.33,1.43,16.60521298419211,8.85,7.49,6.21,1.13,1.07,8.97,20.24,-1.29,0.02,10.20935542857143,0.13,0.79,0.14,1.81,29.5,-30.19358475630441,119.74,107.73,17.2,13.59,16.05,0.13,-0.81,24.17,5.614681,1,0,1.2561529319297036
15.66,2.14,16.60521298419211,12.53,13.36,18.02,0.23,2.47,2.31,-3.3,-0.5,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,50.91,-30.19358475630441,17.27,14.74,13.34,1.27,12.17401091405184,0.09,7.69,5.99,19.26667,1,0,0.9158538553886063
15.66,2.14,16.60521298419211,12.53,13.36,18.02,0.23,2.47,2.31,-3.3,-0.5,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,50.91,-30.19358475630441,17.27,14.74,13.34,1.27,12.17401091405184,0.09,7.69,5.99,19.26667,1,0,0.9158538553886063
12.1,1.87,16.60521298419211,8.48,8.71,18.08,0.2,2.8,1.5,-1.47,-0.4,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,45.14,-30.19358475630441,17.23,12.4,14.56,1.4,12.17401091405184,0.11,9.9,8.64,14.886588,1,0,1.5067087233152419
12.1,1.87,16.60521298419211,8.48,8.71,18.08,0.2,2.8,1.5,-1.47,-0.4,0.824658251231527,10.20935542857143,10.919744689144414,0.1,0.9,2.723425095370657,45.14,-30.19358475630441,17.23,12.4,14.56,1.4,12.17401091405184,0.11,9.9,8.64,14.886588,1,0,1.5067087233152419
9.0,1.6,16.60521298419211,5.06,5.05,18.09,0.15,3.22,0.99,-0.83,-0.29,0.824658251231527,10.20935542857143,10.919744689144414,0.09,0.91,2.723425095370657,44.12,-30.19358475630441,19.58,10.98,16.99,1.5,12.17401091405184,0.14,14.02,10.31,9.069214,1,0,2.996406965366569
