P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Open_0,acoes,bdrs,Open_dif
-48.92,1.66,16.60521298419211,56.73517328028479,6.52,2.18,0.27,-0.07,0.23,-3.45,-0.68,-0.03,-0.13,-0.13,0.16,0.84,0.89,33.84,3.6,3.6,-0.48,-3.38,-0.54,10.09,1.13,2.14,13.030695948035882,1.5,1,0,7.446666666666666
-48.92,1.66,16.60521298419211,56.73517328028479,6.52,2.18,0.27,-0.07,0.23,-3.45,-0.68,-0.03,-0.13,-0.13,0.16,0.84,0.89,33.84,3.6,3.6,-0.48,-3.38,-0.54,10.09,1.13,2.14,13.030695948035882,1.5,1,0,7.446666666666666
133.68,0.44,16.60521298419211,56.73517328028479,2.65,3.29,0.11,0.01,0.1,1.56,-0.33,-0.55,10.20935542857143,-3.28,0.26,0.74,1.13,32.04,-30.19358475630441,3.67,0.07,0.33,0.09,8.54,1.18,17.49,13.030695948035882,6.8,1,0,0.6455882352941176
133.68,0.44,16.60521298419211,56.73517328028479,2.65,3.29,0.11,0.01,0.1,1.56,-0.33,-0.55,10.20935542857143,-3.28,0.26,0.74,1.13,32.04,-30.19358475630441,3.67,0.07,0.33,0.09,8.54,1.18,17.49,13.030695948035882,6.8,1,0,0.6455882352941176
10.08,2.04,16.60521298419211,56.73517328028479,4.34,3.33,0.56,0.67,0.39,8.79,-1.8,-0.11,10.20935542857143,-0.25,0.29,0.71,1.37,32.44,-30.19358475630441,8.93,3.84,18.47,5.44,17.86,1.42,41.75,13.030695948035882,7.51,1,0,1.055925432756325
10.08,2.04,16.60521298419211,56.73517328028479,4.34,3.33,0.56,0.67,0.39,8.79,-1.8,-0.11,10.20935542857143,-0.25,0.29,0.71,1.37,32.44,-30.19358475630441,8.93,3.84,18.47,5.44,17.86,1.42,41.75,13.030695948035882,7.51,1,0,1.055925432756325
2.09,0.61,16.60521298419211,56.73517328028479,1.08,12.24,0.18,3.59,0.11,2.06,-0.54,0.11,10.20935542857143,0.19,0.29,0.71,1.15,30.8,-30.19358475630441,10.29,5.33,29.36,8.62,21.81,1.62,41.55,13.030695948035882,4.5,1,0,0.8333333333333334
2.09,0.61,16.60521298419211,56.73517328028479,1.08,12.24,0.18,3.59,0.11,2.06,-0.54,0.11,10.20935542857143,0.19,0.29,0.71,1.15,30.8,-30.19358475630441,10.29,5.33,29.36,8.62,21.81,1.62,41.55,13.030695948035882,4.5,1,0,0.8333333333333334
42.44,3.5,15.86,26.52,32.09,1.46,0.99,0.12,1.24,6.7,-4.96,-0.23,-1.27,-2.12,0.28,0.72,1.22,15.77,6.45,3.86,2.92,8.25,2.32,6.74,0.8,-7.88,-25.98,4.99,1,0,1.5951903807615229
17.2,3.35,13.2,22.95,24.03,1.49,1.09,0.29,1.24,8.91,-3.57,0.01,0.02,0.04,0.29,0.7,1.17,17.54,8.98,5.17,7.22,19.47,5.6,6.41,0.78,-6.51,-6.39,3.15,1,0,2.5904761904761906
15.38,1.99,9.57,23.88,22.59,1.6,0.73,0.21,0.82,7.08,-2.09,0.19,0.87,2.17,0.32,0.66,1.15,16.31,9.01,3.61,5.3,12.94,4.19,3.14,0.79,-4.65,-3.3,2.35,1,0,4.361702127659575
12.31,1.51,6.35,8.97,8.56,1.56,0.54,0.19,0.38,6.21,-1.49,-0.04,-0.16,-0.22,0.35,0.63,1.15,16.9,6.2,4.39,3.06,12.26,4.25,6.49,1.39,4.91,-14.3,3.95,1,0,1.291139240506329
8.37,2.96,4.63,5.33,5.64,1.33,0.96,0.47,0.61,7.69,-3.32,-0.19,-0.31,-0.36,0.32,0.66,1.21,21.69,12.55,10.9,7.34,35.4,11.21,31.85,1.53,7.67,14.71,4.16,1,0,1.1995192307692308
7.69,2.66,4.18,4.81,5.85,1.56,0.95,0.54,0.67,5.39,-3.53,-0.35,-0.68,-0.78,0.36,0.63,1.32,23.03,13.17,11.44,8.71,34.57,12.36,33.18,1.42,8.991378868978357,13.030695948035882,3.31,1,0,0.9516616314199395
35.78,2.95,15.86,26.52,27.05,1.46,0.83,0.12,1.04,5.65,-4.18,-0.23,-1.27,-2.12,0.28,0.72,1.22,15.77,6.45,3.86,2.92,8.25,2.32,6.74,0.8,-7.88,-25.98,4.65,1,0,1.443010752688172
16.03,3.12,13.2,22.95,22.39,1.49,1.02,0.29,1.16,8.3,-3.32,0.01,0.02,0.04,0.29,0.7,1.17,17.54,8.98,5.17,7.22,19.47,5.6,6.41,0.78,-6.51,-6.39,3.02,1,0,2.423841059602649
14.51,1.88,9.57,23.88,21.32,1.6,0.69,0.21,0.77,6.68,-1.97,0.19,0.87,2.17,0.32,0.66,1.15,16.31,9.01,3.61,5.3,12.94,4.19,3.14,0.79,-4.65,-3.3,2.77,1,0,3.5992779783393503
13.62,1.67,6.35,8.97,9.48,1.56,0.6,0.19,0.42,6.87,-1.65,-0.04,-0.16,-0.22,0.35,0.63,1.15,16.9,6.2,4.39,3.06,12.26,4.25,6.49,1.39,4.91,-14.3,4.0,1,0,1.075
8.48,3.0,4.63,5.33,5.71,1.33,0.97,0.47,0.62,7.78,-3.37,-0.19,-0.31,-0.36,0.32,0.66,1.21,21.69,12.55,10.9,7.34,35.4,11.21,31.85,1.53,7.67,14.71,3.89,1,0,1.1953727506426737
7.19,2.49,4.18,4.81,5.47,1.56,0.89,0.54,0.63,5.04,-3.3,-0.35,-0.68,-0.78,0.36,0.63,1.32,23.03,13.17,11.44,8.71,34.57,12.36,33.18,1.42,8.991378868978357,13.030695948035882,3.08,1,0,0.9805194805194805
-1.73,0.62,16.60521298419211,-4.88,-2.22,2.33,0.25,-0.84,2.73,2.62,-0.39,0.75,10.20935542857143,-2.67,0.4,0.6,1.35,-19.02,-30.19358475630441,-123.17,-157.48,-35.89,-14.31,-15.95,0.09,-37.41,13.030695948035882,20.6,1,0,0.17766990291262136
-1.31,0.65,16.60521298419211,-2.85,-1.44,3.17,0.29,-1.57,2.22,1.45,-0.55,0.64,10.20935542857143,-1.41,0.45,0.54,1.78,-36.1,-30.19358475630441,-153.76,-169.05,-49.63,-22.45,-27.14,0.13,-22.67,13.030695948035882,21.460634,1,0,0.46550348885312526
-0.83,0.26,16.60521298419211,-2.9,-0.81,8.19,0.12,-2.59,1.1,0.58,-0.26,0.69,10.20935542857143,-2.1,0.45,0.54,1.62,-22.78,-30.19358475630441,-136.36,-131.64,-31.6,-14.35,-18.73,0.11,-26.56,13.030695948035882,24.023415,1,0,0.7617567693852019
2.05,0.29,16.60521298419211,6.55,1.94,9.32,0.13,1.32,0.38,0.57,-0.3,0.69,10.20935542857143,4.61,0.45,0.54,1.67,25.71,-30.19358475630441,19.65,18.68,14.16,6.4,7.22,0.34,-2.12,3.5,34.255608,1,0,0.4232883561722215
4.46,0.47,16.60521298419211,15.31,3.78,8.26,0.14,0.86,0.43,0.54,-0.41,1.42,10.20935542857143,11.53,0.31,0.65,1.7,28.71,-30.19358475630441,11.36,9.63,10.45,3.24,3.7,0.34,16.95,7.04,79.722145,1,0,0.25839746283796056
7.53,1.18,16.60521298419211,11.17,5.17,7.6,0.36,1.19,0.91,1.0,-1.19,1.37,10.20935542857143,5.99,0.3,0.66,2.03,29.8,-30.19358475630441,17.58,12.07,15.66,4.72,7.37,0.39,28.94,24.05,71.71434,1,0,0.29925164200074905
10.72,1.47,4.95,6.55,9.16,10.59,0.89,1.45,1.71,2.93,-1.68,-0.42,-1.97,-2.61,0.61,0.39,2.81,54.3,24.72,18.67,15.94,13.69,8.28,12.85,0.52,22.55,11.59,31.299999,1,0,0.33738020247221095
19.85,2.6,10.35,12.98,15.31,12.05,1.56,1.58,3.18,4.04,-3.15,-0.4,-1.86,-2.33,0.6,0.4,4.29,54.81,26.07,20.79,16.03,13.09,7.87,13.8,0.49,34.17,25.18,17.545177,1,0,0.8902731502794187
10.14,2.46,6.4,7.7,7.87,7.59,1.16,1.84,2.08,6.93,-1.78,-0.05,-0.14,-0.17,0.47,0.53,1.92,54.56,31.75,26.39,20.48,24.25,11.42,22.44,0.56,43.72,48.84,7.322377,1,0,3.7897529722930132
5.99,1.27,3.88,4.88,4.42,6.05,0.52,1.29,0.95,4.25,-0.71,0.13,0.36,0.46,0.41,0.59,1.84,53.2,26.88,21.38,15.79,21.27,8.71,18.13,0.55,48.5,35.16,28.138851,1,0,0.5526167361986458
17.32,5.91,14.48,16.03,16.15,5.0,2.97,1.71,5.25,22.78,-4.16,-0.05,-0.11,-0.13,0.5,0.5,1.83,62.09,36.02,32.53,30.33,34.13,17.12,29.0,0.56,42.09,48.41,22.347515,1,0,1.400603109562741
30.142962596803425,109960.05198883236,16.60521298419211,56.73517328028479,39.36756505884303,46.13140098484117,4.14353964866196,2.637188375012069,7.512599199733244,119993.89719612764,110018.74129170092,-0.43,-1.23,-1.41,0.56,0.44,4.4,60.55,34.38,30.08,25.47,25.77,14.48,23.64,0.57,8.991378868978357,13.030695948035882,17.107737,1,0,1.8062003174353216
-0.19,0.48,16.60521298419211,-0.66,-0.28,4.53,0.06,-11.3,0.04,-0.18,-0.12,0.64,10.20935542857143,-0.38,0.12,0.88,0.6,28.5,-30.19358475630441,-14.23,-20.87,-249.56,-30.83,-84.67,1.48,-7.58,13.030695948035882,148.402222,1,0,0.041778350192088094
-0.19,0.48,16.60521298419211,-0.66,-0.28,4.53,0.06,-11.3,0.04,-0.18,-0.12,0.64,10.20935542857143,-0.38,0.12,0.88,0.6,28.5,-30.19358475630441,-14.23,-20.87,-249.56,-30.83,-84.67,1.48,-7.58,13.030695948035882,148.402222,1,0,0.041778350192088094
-2.18,0.27,16.60521298419211,-19.36,-5.94,15.81,0.08,-1.95,0.07,0.51,-0.26,0.59,10.20935542857143,-13.04,0.3,0.7,1.3,33.32,-30.19358475630441,-1.11,-3.02,-12.32,-3.72,-5.02,1.23,-2.16,13.030695948035882,128.45192,1,0,0.17438692235974362
-2.18,0.27,16.60521298419211,-19.36,-5.94,15.81,0.08,-1.95,0.07,0.51,-0.26,0.59,10.20935542857143,-13.04,0.3,0.7,1.3,33.32,-30.19358475630441,-1.11,-3.02,-12.32,-3.72,-5.02,1.23,-2.16,13.030695948035882,128.45192,1,0,0.17438692235974362
-1.99,0.2,16.60521298419211,-79.11,-20.76,18.42,0.07,-1.87,0.06,0.32,-0.28,0.44,10.20935542857143,-45.67,0.37,0.63,1.47,34.2,-30.19358475630441,-0.27,-2.87,-10.13,-3.73,-1.4,1.3,-1.66,13.030695948035882,172.552582,1,0,0.4340770919324754
-1.99,0.2,16.60521298419211,-79.11,-20.76,18.42,0.07,-1.87,0.06,0.32,-0.28,0.44,10.20935542857143,-45.67,0.37,0.63,1.47,34.2,-30.19358475630441,-0.27,-2.87,-10.13,-3.73,-1.4,1.3,-1.66,13.030695948035882,172.552582,1,0,0.4340770919324754
1.5,0.27,16.60521298419211,56.73517328028479,-1.41,18.34,0.08,3.28,0.08,0.36,-0.38,0.93,10.20935542857143,-4.88,0.3,0.7,1.64,31.7,-30.19358475630441,-5.63,5.29,17.87,5.35,-11.25,1.01,2.53,8.96,225.753387,1,0,0.33798450607520675
1.5,0.27,16.60521298419211,56.73517328028479,-1.41,18.34,0.08,3.28,0.08,0.36,-0.38,0.93,10.20935542857143,-4.88,0.3,0.7,1.64,31.7,-30.19358475630441,-5.63,5.29,17.87,5.35,-11.25,1.01,2.53,8.96,225.753387,1,0,0.33798450607520675
32.06,0.39,16.60521298419211,18.08,4.37,16.52,0.1,0.2,0.1,0.47,-0.43,1.11,10.20935542857143,12.45,0.25,0.75,1.37,35.39,-30.19358475630441,2.32,0.32,1.22,0.31,1.97,0.97,7.85,-35.48,908.963623,1,0,0.1632653037425239
32.06,0.39,16.60521298419211,18.08,4.37,16.52,0.1,0.2,0.1,0.47,-0.43,1.11,10.20935542857143,12.45,0.25,0.75,1.37,35.39,-30.19358475630441,2.32,0.32,1.22,0.31,1.97,0.97,7.85,-35.48,908.963623,1,0,0.1632653037425239
57.03,1.44,16.60521298419211,22.55,15.12,18.03,0.56,0.46,0.35,1.86,-1.97,0.82,10.20935542857143,8.6,0.39,0.61,1.73,42.14,-30.19358475630441,2.29,0.61,2.53,0.98,4.82,1.62,8.991378868978357,13.030695948035882,908.263611,1,0,0.14142581343600696
57.03,1.44,16.60521298419211,22.55,15.12,18.03,0.56,0.46,0.35,1.86,-1.97,0.82,10.20935542857143,8.6,0.39,0.61,1.73,42.14,-30.19358475630441,2.29,0.61,2.53,0.98,4.82,1.62,8.991378868978357,13.030695948035882,908.263611,1,0,0.14142581343600696
-0.37,-0.16,16.60521298419211,56.73517328028479,-0.98,-12.32,0.07,-5.14,0.45,-0.08,-0.08,0.824658251231527,-0.11,-0.12,-0.47,1.51,0.04,62.58,-47.59,-45.44,-120.29,-41.76,-19.58,15.48,0.16,-12.85,13.030695948035882,2.69,1,0,1.0631970260223047
-1.23,-0.42,16.60521298419211,56.73517328028479,-3.17,-6.42,0.09,-2.18,0.42,-0.2,-0.1,0.824658251231527,-1.9,-0.48,-0.22,1.24,0.13,57.5,-3.35,-13.29,-34.16,-34.02,-7.42,13.46,0.22,-2.98,13.030695948035882,3.31,1,0,0.8519637462235649
-144.0,-7.82,16.60521298419211,56.73517328028479,21.73,-0.42,1.05,-0.02,4.23,-4.09,-1.19,0.824658251231527,0.29,0.41,-0.13,1.15,0.3,66.09,27.41,19.48,-2.94,-5.43,-0.73,-33.44,0.25,1.98,13.030695948035882,3.5,1,0,0.6714285714285715
-27.0,-8.74,16.60521298419211,56.73517328028479,952.64,-0.4,1.12,-0.13,4.44,-4.9,-1.27,0.824658251231527,0.79,13.47,-0.13,1.15,0.34,66.04,7.94,0.47,-16.46,-32.38,-4.16,0.96,0.25,4.65,13.030695948035882,4.2,1,0,0.4547619047619047
-92.75,-1.55,16.60521298419211,56.73517328028479,3.16,-0.27,0.14,0.0,0.45,-0.76,-0.16,0.824658251231527,0.25,0.35,-0.09,1.1,0.38,70.18,20.32,14.4,-0.49,-1.67,-0.15,-51.3,0.31,10.73,13.030695948035882,8.3,1,0,0.32409638554216863
1.36,-3.12,16.60521298419211,56.73517328028479,1.36,-0.27,0.28,0.61,0.98,-1.45,-0.32,0.824658251231527,10.20935542857143,0.04,-0.09,1.1,0.34,69.69,-30.19358475630441,71.88,71.83,-229.36,20.86,-198.15,0.29,10.0,13.030695948035882,5.9,1,0,0.5610169491525423
-1.8,1.54,16.60521298419211,-4.16,-2.09,10.98,0.3,-9.37,0.79,1.17,-0.9,1.53,10.20935542857143,-2.08,0.19,0.8,1.62,11.94,-30.19358475630441,-37.73,-43.66,-85.39,-16.61,-27.79,0.38,-17.28,13.030695948035882,18.45636,1,0,0.10944736665301284
-1.8,1.54,16.60521298419211,-4.16,-2.09,10.98,0.3,-9.37,0.79,1.17,-0.9,1.53,10.20935542857143,-2.08,0.19,0.8,1.62,11.94,-30.19358475630441,-37.73,-43.66,-85.39,-16.61,-27.79,0.38,-17.28,13.030695948035882,18.45636,1,0,0.10944736665301284
-0.75,0.76,16.60521298419211,-1.98,-0.74,26.95,0.2,-27.11,0.73,1.1,-0.5,1.27,10.20935542857143,-1.24,0.26,0.74,1.38,-15.3,-30.19358475630441,-98.52,-96.7,-100.62,-26.41,-42.78,0.27,-22.46,13.030695948035882,13.344155,1,0,0.3259854220818028
-0.75,0.76,16.60521298419211,-1.98,-0.74,26.95,0.2,-27.11,0.73,1.1,-0.5,1.27,10.20935542857143,-1.24,0.26,0.74,1.38,-15.3,-30.19358475630441,-98.52,-96.7,-100.62,-26.41,-42.78,0.27,-22.46,13.030695948035882,13.344155,1,0,0.3259854220818028
-0.6,0.36,16.60521298419211,-4.38,-1.48,5.1,0.14,-3.08,0.77,0.63,-0.39,0.72,10.20935542857143,-2.91,0.37,0.63,1.48,-12.4,-30.19358475630441,-52.01,-127.07,-60.34,-22.33,-16.15,0.18,-20.81,13.030695948035882,17.433493,1,0,0.49731858096366577
-0.6,0.36,16.60521298419211,-4.38,-1.48,5.1,0.14,-3.08,0.77,0.63,-0.39,0.72,10.20935542857143,-2.91,0.37,0.63,1.48,-12.4,-30.19358475630441,-52.01,-127.07,-60.34,-22.33,-16.15,0.18,-20.81,13.030695948035882,17.433493,1,0,0.49731858096366577
12.34,0.3,16.60521298419211,27.46,10.7,8.19,0.14,0.2,0.64,0.41,-0.38,0.46,10.20935542857143,16.76,0.46,0.54,2.11,26.43,-30.19358475630441,5.95,5.16,2.41,1.1,1.62,0.21,-15.76,-22.4,15.81928,1,0,0.9636967042747837
12.34,0.3,16.60521298419211,27.46,10.7,8.19,0.14,0.2,0.64,0.41,-0.38,0.46,10.20935542857143,16.76,0.46,0.54,2.11,26.43,-30.19358475630441,5.95,5.16,2.41,1.1,1.62,0.21,-15.76,-22.4,15.81928,1,0,0.9636967042747837
-22.52,0.31,16.60521298419211,26.05,10.46,7.01,0.13,-0.1,0.61,0.4,-0.38,0.47,10.20935542857143,15.59,0.42,0.58,2.07,26.31,-30.19358475630441,5.8,-2.69,-1.39,-0.59,1.47,0.22,-12.16,13.030695948035882,25.289326,1,0,0.7298082993591842
-22.52,0.31,16.60521298419211,26.05,10.46,7.01,0.13,-0.1,0.61,0.4,-0.38,0.47,10.20935542857143,15.59,0.42,0.58,2.07,26.31,-30.19358475630441,5.8,-2.69,-1.39,-0.59,1.47,0.22,-12.16,13.030695948035882,25.289326,1,0,0.7298082993591842
1.76,0.48,16.60521298419211,6.38,3.81,7.36,0.19,2.0,0.62,0.51,-0.61,0.32,10.20935542857143,2.58,0.39,0.61,2.12,24.88,-30.19358475630441,16.2,34.96,27.19,10.6,6.36,0.3,7.35,31.37,33.790844,1,0,0.3949044599181956
1.76,0.48,16.60521298419211,6.38,3.81,7.36,0.19,2.0,0.62,0.51,-0.61,0.32,10.20935542857143,2.58,0.39,0.61,2.12,24.88,-30.19358475630441,16.2,34.96,27.19,10.6,6.36,0.3,7.35,31.37,33.790844,1,0,0.3949044599181956
11.71,2.91,7.81,9.78,9.78,8.15,1.84,2.03,2.09,28.88,-2.96,0.0,0.0,0.0,0.63,0.37,1.2,54.89,26.73,21.33,17.82,24.89,15.72,22.4,0.88,15.9,21.39,32.82,1,0,0.6273613650213284
24.57,3.76,14.2,19.28,19.2,8.74,2.59,1.34,3.09,12.72,-4.43,0.02,0.06,0.08,0.69,0.31,1.97,47.41,21.83,16.09,12.57,15.29,10.56,16.03,0.84,19.56,31.09,15.8,1,0,2.08354417721519
13.61,2.06,8.65,12.26,10.92,7.68,1.21,1.16,1.57,9.7,-1.86,0.25,0.95,1.35,0.59,0.41,1.55,43.19,20.44,14.42,11.56,15.12,8.89,13.14,0.77,22.63,39.31,13.95,1,0,3.405017921146954
10.03,1.65,7.55,10.19,9.43,8.47,1.01,1.39,1.51,4.88,-1.64,0.13,0.56,0.76,0.61,0.39,2.76,43.35,21.56,15.98,15.02,16.42,10.1,12.47,0.67,23.6,40.42,23.82,1,0,0.9974811083123426
19.55,2.96,14.98,19.48,19.84,8.05,2.02,1.22,2.97,6.58,-3.48,-0.05,-0.27,-0.35,0.68,0.32,3.55,42.05,19.48,14.98,15.2,15.15,10.31,11.88,0.68,18.76,41.73,20.41,1,0,1.6080352768250858
8.17,1.32,4.86,6.17,8.04,15.5,0.93,2.5,1.15,2.04,-2.3,-0.31,-1.47,-1.87,0.71,0.29,4.38,40.12,18.24,14.36,14.14,16.12,11.44,13.19,0.81,12.05,44.99,13.906666,1,0,1.136145787926452
-73.3,1.2,16.60521298419211,136.35,117.92,12.88,0.63,-0.21,1.97,1.46,-1.58,0.19,10.20935542857143,18.43,0.52,0.44,3.52,26.54,-30.19358475630441,1.67,-2.68,-1.64,-0.86,-0.2,0.32,-10.15,13.030695948035882,13.22,1,0,1.2042360060514372
-55.63,0.89,16.60521298419211,393.36,314.22,14.82,0.51,-0.24,1.98,1.19,-1.41,0.22,10.20935542857143,79.14,0.57,0.39,3.01,27.47,-30.19358475630441,0.63,-3.55,-1.6,-0.91,-0.54,0.26,-13.84,13.030695948035882,10.15,1,0,2.904433497536946
27.12,0.68,16.60521298419211,25.08,17.16,15.04,0.35,0.38,1.28,0.73,-1.04,0.31,10.20935542857143,7.92,0.51,0.43,3.48,33.25,-30.19358475630441,7.49,4.74,2.52,1.27,1.62,0.27,-12.21,-21.2,7.5,1,0,3.9586668
6.7,0.51,16.60521298419211,6.82,4.46,14.73,0.24,1.12,0.69,0.56,-0.7,0.27,10.20935542857143,2.36,0.46,0.48,2.78,34.62,-30.19358475630441,15.5,10.32,7.61,3.52,5.52,0.34,-2.35,-5.69,11.06,1,0,1.3987341772151898
6.97,0.81,16.60521298419211,7.51,4.8,13.58,0.34,1.59,0.79,1.01,-0.96,0.46,10.20935542857143,2.71,0.42,0.53,2.13,32.12,-30.19358475630441,16.51,11.37,11.69,4.93,7.96,0.43,7.31,-1.93,14.4,1,0,0.9180555555555556
8.47,1.12,16.60521298419211,8.73,6.08,12.91,0.42,1.7,1.13,1.27,-1.07,0.49,10.20935542857143,2.65,0.38,0.57,2.24,32.75,-30.19358475630441,18.65,13.38,13.16,5.0,8.32,0.37,13.54,20.95,17.889999,1,0,0.5673560965542815
33.14,8.23,15.22,18.4,16.44,7.43,1.45,1.85,5.29,9.2,-5.83,0.98,1.62,1.96,0.18,0.82,1.27,92.47,38.91,32.18,15.97,24.84,4.38,17.21,0.27,21.43,19.33,48.5,1,0,0.27628865979381445
29.1,8.2,12.66,14.51,13.32,5.91,1.36,1.67,5.5,9.28,-5.69,0.73,1.03,1.18,0.16,0.84,1.23,100.0,47.27,41.26,18.89,28.19,4.51,22.65,0.24,13.71,61.93,23.65,1,0,0.8701902748414376
17.91,5.08,6.87,7.79,7.25,4.67,0.96,1.32,2.99,10.94,-4.62,0.38,0.48,0.54,0.19,0.78,1.12,100.0,46.81,41.3,16.7,28.36,5.34,33.57,0.32,12.29,10.09,13.5,1,0,3.2444443703703705
10.59,3.19,4.73,5.12,4.72,4.24,0.64,1.27,2.06,5.79,-2.72,0.27,0.37,0.4,0.2,0.77,1.17,100.0,47.16,43.59,19.41,30.07,6.01,33.68,0.31,12.5,17.97,15.5,1,0,3.9470967741935485
13.8,4.38,5.58,6.05,6.2,3.54,0.88,1.12,2.81,11.33,-6.69,-0.11,-0.14,-0.16,0.2,0.8,1.1,100.0,49.13,45.36,20.4,31.76,6.35,53.31,0.31,8.991378868978357,13.030695948035882,15.3,1,0,3.1699346405228757
-4.01,2.56,-21.69,-167.72,-86.35,8.57,0.42,-5.47,0.59,3.92,-0.76,2.41,-10.52,-81.37,0.16,0.82,1.31,16.12,-5.28,-0.68,-14.73,-63.87,-10.5,-1.82,0.71,1.67,13.030695948035882,36.599998,1,0,0.6153005800710699
-26.42,2.66,30.8,66.26,44.84,13.79,0.66,-1.39,1.05,6.95,-1.14,1.27,9.96,21.42,0.25,0.74,1.29,20.18,5.04,2.34,-3.98,-10.05,-2.49,1.28,0.63,1.74,13.030695948035882,48.029999,1,0,0.4588798971242952
-105.27,3.31,28.2,28.2,21.6,14.57,0.91,-0.46,1.16,6.27,-1.63,0.98,6.6,6.6,0.28,0.72,2.723425095370657,22.31,5.38,5.38,-1.1,-3.05,-0.87,5.66,0.79,5.59,13.030695948035882,55.400002,1,0,0.6353790564845105
15.54,3.58,11.08,13.58,11.43,15.49,1.2,3.57,1.5,6.39,-2.28,0.67,1.75,2.15,0.33,0.66,1.65,31.34,16.1,13.13,9.66,23.02,7.7,13.23,0.8,7.26,31.08,63.439999,1,0,0.3456809638348197
24.88,3.55,14.12,17.35,15.91,17.87,1.53,2.55,1.91,6.99,-2.97,0.32,1.17,1.44,0.43,0.57,1.83,29.34,14.73,11.99,7.67,14.27,6.16,11.46,0.8,12.77,78.43,48.830002,1,0,0.7495391460356687
