P/L,P/VP,EV/EBITDA,EV/EBIT,P/EBIT,VPA,P/ATIVO,LPA,P/SR,P/CAP.GIRO,P/ATIVO CIRC. LIQ.,Dív. líquida/PL,Dív. líquida/EBITDA,Dív. líquida/EBIT,PL/Ativos,Passivos/Ativos,Liq. corrente,M. Bruta,M. EBITDA,M. EBIT,M. Líquida,ROE,ROA,ROIC,Giro ativos,CAGR Receitas 5 anos,CAGR Lucros 5 anos,Open_0,acoes,bdrs,Open_dif_disc
30.142962596803425,109960.05198883236,16.60521298419211,56.73517328028479,39.36756505884303,-593.34,4.14353964866196,-530.81,7.512599199733244,119993.89719612764,110018.74129170092,0.824658251231527,-7.03,-4.36,-0.26,1.26,1.46,-1.59,-8.47,-13.65,-22.72,-89.46,-23.56,-60.82,1.04,-14.02,13.030695948035882,288.002869,1,0,0.0
30.142962596803425,109960.05198883236,16.60521298419211,56.73517328028479,39.36756505884303,0.04,4.14353964866196,-0.23,7.512599199733244,119993.89719612764,110018.74129170092,86.44,34.11,-7.89,0.01,0.99,1.49,4.62,1.59,-6.88,-3.83,-610.28,-3.6,-16.82,0.94,-7.13,13.030695948035882,360.003601,1,0,0.0
30.142962596803425,109960.05198883236,16.60521298419211,56.73517328028479,39.36756505884303,0.49,4.14353964866196,-0.66,7.512599199733244,119993.89719612764,110018.74129170092,7.05,20.09,-6.86,0.06,0.94,0.54,2.54,2.5,-7.32,-9.47,-132.86,-8.61,-15.61,0.91,-0.01,13.030695948035882,13500.134766,1,0,0.0
30.142962596803425,109960.05198883236,16.60521298419211,56.73517328028479,39.36756505884303,1.14,4.14353964866196,0.28,7.512599199733244,119993.89719612764,110018.74129170092,2.57,2.65,5.62,0.15,0.85,0.94,15.27,13.6,6.41,3.43,24.42,3.64,8.27,1.06,5.47,-6.0,16440.164063,1,0,0.0
30.142962596803425,109960.05198883236,16.60521298419211,56.73517328028479,39.36756505884303,1.27,4.14353964866196,0.3,7.512599199733244,119993.89719612764,110018.74129170092,1.88,2.04,4.19,0.17,0.83,0.98,15.04,11.15,5.43,2.83,23.33,3.88,11.4,1.37,15.31,2.05,15000.150391,1,0,1.0
10.84,6.31,7.13,8.89,6.77,2.05,0.76,1.2,0.42,136.35,-1.24,1.98,1.7,2.13,0.12,0.88,1.01,17.05,7.68,6.16,3.84,58.21,7.04,21.67,1.83,8.991378868978357,13.030695948035882,14.402,1,0,1.0
7.97,1.63,6.79,9.82,4.12,4.62,0.3,0.95,0.5,1.49,-0.48,2.26,3.94,5.71,0.19,0.81,2.19,15.38,17.65,12.2,6.3,20.46,3.8,8.98,0.6,-8.01,13.030695948035882,10.82,1,0,0.0
16.78,2.85,4.71,25.13,15.51,3.8,0.63,0.65,1.07,3.17,-1.03,1.77,1.8,9.63,0.22,0.78,2.01,10.67,36.91,6.91,6.39,16.98,3.73,4.59,0.58,-13.95,31.03,8.33,1,0,1.0
5.92,2.69,16.60521298419211,3.32,3.98,2.5,1.4,1.14,1.98,6.01,-2.66,-0.44,10.20935542857143,-0.66,0.52,0.48,1.96,57.94,-30.19358475630441,49.74,33.46,45.51,23.6,35.46,0.71,8.991378868978357,13.030695948035882,9.05,1,0,0.0
-121.22,1.81,17.45,155.79,152.69,5.52,0.85,-0.08,3.35,3.52,-1.57,0.04,0.35,3.11,0.47,0.53,2.14,35.29,19.58,2.19,-2.76,-1.5,-0.7,0.31,0.26,8.991378868978357,13.030695948035882,17.5,1,0,1.0
-30.99,5.4,16.60521298419211,31.07,24.12,4.98,1.59,-0.87,4.41,4.64,-3.19,1.56,10.20935542857143,6.94,0.29,0.69,3.19,41.08,-30.19358475630441,18.3,-14.24,-17.44,-5.14,4.72,0.36,8.991378868978357,13.030695948035882,21.780001,1,0,2.0
-12.66,0.67,6.9,42.41,19.28,4.49,0.24,-0.24,0.68,1.33,-0.36,0.8,3.77,23.13,0.36,0.64,2.2,17.79,21.67,3.53,-5.37,-5.28,-1.91,1.04,0.36,8.991378868978357,13.030695948035882,11.0,1,0,0.0
-9.14,1.01,16.60521298419211,-2.41,-6.03,3.45,0.79,-0.38,1.23,1.38,-2.79,-0.61,10.20935542857143,3.62,0.77,0.23,4.82,43.59,-30.19358475630441,-20.36,-13.43,-11.08,-8.59,-18.36,0.64,8.991378868978357,13.030695948035882,11.75,1,0,0.0
35.44,2.02,7.44,9.68,9.38,3.81,0.62,0.22,1.61,3.96,-0.85,0.06,0.23,0.29,0.3,0.7,2.33,47.27,22.37,17.21,4.56,5.71,1.74,11.78,0.38,8.991378868978357,13.030695948035882,12.95,1,0,0.0
18.38,1.34,7.35,10.26,16.31,11.33,0.96,0.83,2.83,2.5,-2.55,-0.5,-4.34,-6.05,0.71,0.29,2.58,37.2,24.23,17.36,15.41,7.32,5.21,5.01,0.34,8.991378868978357,13.030695948035882,27.0,1,0,0.0
7.93,2.32,16.60521298419211,5.03,4.09,4.51,0.82,1.32,2.12,2.8,-1.56,0.62,10.20935542857143,0.94,0.33,0.67,2.58,52.13,-30.19358475630441,51.89,26.77,34.15,11.21,22.4,0.42,8.991378868978357,13.030695948035882,8.61,1,0,2.0
-6.13,0.81,16.60521298419211,-5.65,-6.7,6.02,0.52,-0.8,0.72,1.1,-1.57,-0.13,10.20935542857143,1.04,0.64,0.36,3.58,39.79,-30.19358475630441,-10.76,-11.76,-13.23,-8.49,-9.33,0.72,8.991378868978357,13.030695948035882,24.5,1,0,0.0
11.26,2.84,9.53,12.17,8.89,2.93,0.92,0.74,2.84,22.51,-1.49,1.05,2.57,3.28,0.32,0.67,1.12,40.7,40.88,31.99,25.26,25.19,8.14,13.9,0.32,8.991378868978357,13.030695948035882,19.200001,1,0,0.0
29.09,4.43,13.31,18.53,15.53,2.7,1.15,0.41,4.15,3.18,-2.2,0.86,2.16,3.0,0.26,0.74,4.09,36.59,37.18,26.69,14.25,15.24,3.95,6.6,0.28,571.04,523.4,8.6325,1,0,2.0
25.14,4.82,22.26,23.92,25.27,5.8,2.58,1.11,2.97,5.43,-15.26,-0.26,-1.26,-1.35,0.53,0.46,2.33,29.45,12.62,11.75,11.81,19.18,10.25,14.98,0.87,8.991378868978357,13.030695948035882,18.99,1,0,3.0
42.96,1.34,8.93,15.98,24.66,1.96,0.82,0.06,2.56,2.53,-1.6,-0.47,-4.85,-8.67,0.61,0.39,2.94,66.53,18.55,10.37,5.95,3.12,1.9,2.97,0.32,8.991378868978357,13.030695948035882,7.15,1,0,0.0
-1.66,47.86,-5.83,-5.62,-2.45,0.59,0.34,-16.82,2.75,-26.78,-0.52,61.99,-3.29,-3.17,0.01,0.99,0.97,-1.98,-108.47,-112.46,-165.48,-2875.53,-20.25,-27.71,0.12,8.991378868978357,13.030695948035882,21.950001,1,0,2.0
-7510.49,1.65,16.60521298419211,10.45,16.38,20.28,1.25,0.0,9.34,3.17,-2.48,-0.6,10.20935542857143,-5.93,0.75,0.23,4.79,56.1,-30.19358475630441,57.03,-0.12,-0.02,-0.02,8.39,0.13,8.991378868978357,13.030695948035882,37.200001,1,0,1.0
-15.71,3.78,16.60521298419211,-23.21,-23.64,9.84,1.93,-2.37,19.94,6.2,-3.05,-0.07,10.20935542857143,0.42,0.51,0.49,6.74,47.99,-30.19358475630441,-84.38,-126.92,-24.07,-12.29,-11.55,0.1,8.991378868978357,13.030695948035882,24.059999,1,0,2.0
-4.75,1.33,-1.38,-1.27,-4.17,2.15,1.19,-0.6,5.31,1.49,-10.52,-0.92,3.14,2.9,0.9,0.1,10.62,26.17,-117.39,-127.26,-111.91,-27.98,-25.15,-31.82,0.22,8.991378868978357,13.030695948035882,12.75,1,0,0.0
-80.07,5.01,-81.73,-63.92,-80.09,2.54,4.71,-0.16,31.31,5.21,-111.2,-1.01,20.67,16.16,0.94,0.06,17.86,35.41,-30.58,-39.09,-39.1,-6.26,-5.88,-6.26,0.15,8.991378868978357,13.030695948035882,9.32,1,0,0.0
-68.87,3.84,16.60521298419211,-30.82,-38.38,0.84,2.88,-0.05,9.88,4.57,-11.05,-0.76,10.20935542857143,7.56,0.75,0.23,6.82,-25.75,-30.19358475630441,-25.75,-14.35,-5.57,-4.19,-12.16,0.29,8.991378868978357,13.030695948035882,2.501666,1,0,2.0
96.19,5.34,16.60521298419211,55.01,66.63,2.81,5.03,0.16,15.13,5.66,-84.26,-0.93,10.20935542857143,-11.62,0.94,0.05,18.49,22.71,-30.19358475630441,22.71,15.73,5.56,5.23,5.56,0.33,8.991378868978357,13.030695948035882,1.675,1,0,3.0
159.46,45.94,20.42,23.04,136.13,0.28,25.9,0.08,28.31,51.48,-114.04,0.05,0.12,0.14,0.56,0.44,2.87,59.82,23.46,20.79,17.75,28.81,16.24,22.72,0.92,8.991378868978357,13.030695948035882,12.89,1,0,1.0
473.69,60.68,39.16,49.94,302.38,0.21,34.29,0.03,45.77,67.54,-161.55,-0.19,-0.74,-0.94,0.57,0.43,2.81,58.29,19.3,15.14,9.66,12.81,7.24,12.25,0.75,8.991378868978357,13.030695948035882,9.05,1,0,2.0
17.55,2.08,12.22,15.76,14.54,2.9,1.34,0.34,0.84,2.88,-3.62,0.17,0.95,1.22,0.64,0.35,3.8,23.32,7.44,5.77,4.78,11.85,7.62,10.59,1.59,8.991378868978357,13.030695948035882,8.36,1,0,0.0
25.45,3.27,16.60521298419211,20.17,21.24,2.55,2.25,0.33,1.49,3.93,-8.66,-0.16,10.20935542857143,-1.07,0.69,0.3,4.46,24.11,-30.19358475630441,7.02,5.85,12.86,8.85,12.6,1.51,8.991378868978357,13.030695948035882,7.8,1,0,1.0
-110.38,3.28,13.5,51.49,41.09,4.31,0.99,-0.13,1.3,15.56,-1.47,0.83,2.73,10.4,0.3,0.7,1.25,17.52,12.04,3.16,-1.17,-2.97,-0.9,3.02,0.77,8.991378868978357,13.030695948035882,22.790001,1,0,0.0
411.56,7.03,27.16,70.55,66.2,3.24,2.1,0.06,2.9,7.6,-4.34,0.46,1.67,4.35,0.3,0.7,2.16,21.58,11.37,4.38,0.7,1.71,0.51,3.3,0.73,8.991378868978357,13.030695948035882,13.0,1,0,1.0
20.57,1.57,16.60521298419211,-214.97,-341.1,3.81,1.28,0.29,4.24,2.6,-3.01,-0.58,10.20935542857143,126.14,0.81,0.19,6.96,50.89,-30.19358475630441,-1.24,20.64,7.65,6.23,-2.81,0.3,6.65,13.030695948035882,12.65,1,0,0.0
130.12,3.38,16.60521298419211,66.0,80.92,3.74,2.5,0.1,9.64,4.86,-6.21,-0.62,10.20935542857143,-14.92,0.74,0.26,7.24,44.97,-30.19358475630441,11.91,7.41,2.6,1.92,3.02,0.26,8.991378868978357,13.030695948035882,13.57,1,0,0.0
9.78,0.7,6.44,6.94,13.31,5.55,0.42,0.4,1.05,0.79,-3.1,-0.34,-5.92,-6.37,0.59,0.39,2.54,23.97,8.5,7.89,10.75,7.18,4.25,3.91,0.4,8.991378868978357,13.030695948035882,7.69,1,0,0.0
37.62,1.38,16.96,17.87,29.25,5.59,0.89,0.2,2.75,1.48,-7.86,-0.54,-10.8,-11.38,0.65,0.33,3.15,22.37,9.91,9.4,7.31,3.66,2.37,3.28,0.32,8.991378868978357,13.030695948035882,8.22,1,0,0.0
-7.74,2.1,20.25,80.6,30.64,1.64,0.4,-0.45,2.35,4.2,-0.5,3.43,12.56,49.97,0.19,0.81,2.04,21.04,30.55,7.68,-30.4,-27.18,-5.2,0.73,0.17,23.22,13.030695948035882,6.9,1,0,0.0
-49.71,3.44,19.56,40.35,25.89,2.01,0.92,-0.14,3.59,5.35,-1.22,1.92,7.01,14.46,0.27,0.73,3.2,25.48,28.59,13.86,-7.22,-6.92,-1.85,2.65,0.26,49.43,13.030695948035882,7.24,1,0,0.0
6.82,3.46,4.39,4.63,5.43,2.03,0.79,1.03,1.18,2.79,-2.72,-0.51,-0.76,-0.8,0.23,0.72,1.68,37.09,22.84,21.65,17.24,50.71,11.54,30.1,0.67,8.991378868978357,13.030695948035882,10.4,1,0,0.0
18.88,6.2,12.0,12.8,13.49,1.68,1.85,0.55,2.65,4.04,-10.39,-0.32,-0.64,-0.69,0.3,0.61,2.25,37.42,20.97,19.66,14.05,32.85,9.78,21.63,0.7,8.991378868978357,13.030695948035882,10.69,1,0,0.0
4.91,2.09,4.73,4.75,4.05,1.55,0.52,0.66,0.52,0.73,-5.34,0.36,0.7,0.7,0.25,0.75,4.78,31.21,12.94,12.88,10.63,42.58,10.65,18.94,1.0,8.991378868978357,13.030695948035882,7.6,1,0,0.0
11.74,6.75,10.87,10.89,10.31,1.13,1.61,0.65,1.72,2.06,-27.76,0.38,0.57,0.57,0.24,0.76,5.92,36.81,16.74,16.71,14.67,57.44,13.75,25.06,0.94,8.991378868978357,13.030695948035882,9.2,1,0,0.0
94.91,4.05,26.86,41.06,43.91,4.04,2.07,0.17,3.4,10.74,-3.42,-0.26,-1.86,-2.85,0.51,0.49,1.95,48.29,11.82,7.73,3.58,4.27,2.18,7.17,0.61,8.991378868978357,13.030695948035882,19.1,1,0,0.0
121.97,13.83,38.45,57.46,57.38,1.38,3.76,0.16,4.96,30.7,-7.07,0.02,0.05,0.07,0.27,0.73,1.35,48.27,12.91,8.64,4.06,11.34,3.08,11.13,0.76,8.991378868978357,13.030695948035882,14.43,1,0,3.0
25.23,1.99,7.2,12.53,11.09,4.71,0.63,0.37,0.55,3.14,-1.36,0.26,0.82,1.43,0.32,0.68,1.6,32.15,8.64,4.97,2.18,7.87,2.5,11.13,1.15,6.32,31.57,9.02,1,0,1.0
41.68,2.06,7.46,13.24,12.44,4.37,0.7,0.22,0.58,3.18,-1.54,0.13,0.45,0.8,0.34,0.66,1.67,30.92,8.33,4.69,1.4,4.95,1.67,10.44,1.19,8.17,25.42,9.3,1,0,2.0
6.08,0.92,16.60521298419211,3.49,6.12,5.66,0.62,0.85,1.77,1.38,-1.77,-0.39,10.20935542857143,-2.63,0.67,0.29,3.17,41.64,-30.19358475630441,28.98,29.17,15.09,10.15,12.75,0.35,8.991378868978357,13.030695948035882,9.19,1,0,0.0
21.09,1.62,16.60521298419211,9.34,16.6,5.67,1.16,0.44,5.49,1.78,-6.68,-0.71,10.20935542857143,-7.26,0.72,0.23,4.77,41.67,-30.19358475630441,33.06,26.01,7.68,5.52,8.2,0.21,8.991378868978357,13.030695948035882,8.0,1,0,0.0
30.72,3.87,8.21,12.34,12.78,2.89,0.78,0.36,1.03,3.01,-2.41,-0.14,-0.3,-0.45,0.2,0.8,1.62,39.04,12.11,8.06,3.35,12.6,2.53,17.29,0.76,8.991378868978357,13.030695948035882,16.309999,1,0,0.0
45.01,6.37,13.61,19.04,19.89,2.56,1.38,0.36,1.88,4.89,-4.96,-0.27,-0.61,-0.85,0.22,0.78,1.64,41.32,13.25,9.47,4.19,14.16,3.06,14.38,0.73,8.991378868978357,13.030695948035882,13.58,1,0,3.0
107.65,0.25,6.86,-79.39,-100.87,16.56,0.14,0.04,0.19,5.71,-0.2,-0.05,-1.86,21.48,0.57,0.43,1.1,32.5,2.14,-0.19,0.17,0.24,0.13,-2.62,0.78,8.991378868978357,13.030695948035882,12.78,1,0,0.0
5257.76,0.77,19.27,86.0,97.29,16.52,0.44,0.0,0.64,3.91,-0.67,-0.09,-2.53,-11.29,0.57,0.43,1.52,32.35,2.95,0.66,0.01,0.01,0.01,-1.16,0.69,8.991378868978357,13.030695948035882,12.1,1,0,0.0
33.32,1.4,16.60521298419211,54.21,50.02,9.11,1.0,0.38,3.58,6.51,-1.39,0.12,10.20935542857143,4.19,0.71,0.29,2.21,57.97,-30.19358475630441,7.15,10.74,4.2,3.0,0.97,0.28,8.991378868978357,13.030695948035882,13.39,1,0,1.0
-91.64,4.1,16.60521298419211,-72.02,-75.37,3.27,2.77,-0.15,5.14,6.28,-8.16,-0.18,10.20935542857143,3.35,0.68,0.32,3.03,60.87,-30.19358475630441,-6.82,-5.61,-4.47,-3.03,-10.25,0.54,8.991378868978357,13.030695948035882,11.05,1,0,3.0
33.04,4.05,12.84,20.19,14.49,10.42,0.98,1.28,2.49,7.9,-1.42,1.59,3.63,5.7,0.24,0.73,1.67,21.74,26.98,17.15,7.52,12.25,2.97,6.92,0.39,8.991378868978357,13.030695948035882,26.42,1,0,3.0
66.57,2.48,13.16,20.13,23.11,10.64,1.81,0.4,4.25,4.26,-3.84,-0.32,-1.95,-2.98,0.73,0.25,5.23,22.63,28.16,18.4,6.39,3.73,2.73,7.27,0.43,8.991378868978357,13.030695948035882,29.74,1,0,3.0
-3.93,1.58,16.60521298419211,-66.31,-27.13,2.65,0.34,-1.07,1.05,-2.12,-0.38,2.29,10.20935542857143,-39.18,0.22,0.78,0.4,24.78,-30.19358475630441,-3.88,-26.75,-40.22,-8.67,-1.81,0.32,8.991378868978357,13.030695948035882,9.3,1,0,0.0
-10.54,2.66,16.60521298419211,395.58,220.01,3.5,0.67,-0.88,2.78,-2.97,-0.72,2.12,10.20935542857143,175.57,0.25,0.75,0.25,25.38,-30.19358475630441,1.26,-26.33,-25.21,-6.34,0.3,0.24,8.991378868978357,13.030695948035882,9.44,1,0,0.0
36.4,0.9,16.31,18.25,21.87,9.34,0.56,0.23,1.54,1.05,-2.39,-0.15,-3.24,-3.62,0.62,0.37,3.27,34.1,7.89,7.05,4.24,2.46,1.53,2.63,0.36,57.62,123.0,17.0,1,0,0.0
37.22,1.79,26.75,28.3,47.24,9.52,1.36,0.46,4.37,2.07,-7.55,-0.72,-17.9,-18.94,0.76,0.24,5.09,33.98,9.79,9.26,11.75,4.8,3.66,2.87,0.31,8.991378868978357,13.030695948035882,16.200001,1,0,0.0
5.98,0.46,6.56,7.0,7.97,12.66,0.18,0.98,0.8,0.88,-0.34,-0.06,-0.9,-0.96,0.4,0.6,1.85,36.43,10.72,10.04,13.39,7.72,3.08,4.04,0.23,0.55,13.030695948035882,11.6,1,0,0.0
-9.84,0.98,-15.51,-14.56,-13.62,11.83,0.47,-1.18,1.92,2.12,-0.82,0.07,-1.0,-0.94,0.48,0.52,2.12,27.07,-13.22,-14.09,-19.5,-9.97,-4.82,-7.37,0.25,-8.09,13.030695948035882,16.639999,1,0,0.0
-28.26,1.49,16.60521298419211,56.73517328028479,-24.47,3.53,0.24,-0.19,0.27,-39.4,-0.5,1.36,12.63,-22.28,0.16,0.84,0.99,30.19,1.96,-1.11,-0.96,-5.27,-0.84,-10.66,0.87,9.29,13.030695948035882,16.16,1,0,0.0
-28.26,1.49,16.60521298419211,56.73517328028479,-24.47,3.53,0.24,-0.19,0.27,-39.4,-0.5,1.36,12.63,-22.28,0.16,0.84,0.99,30.19,1.96,-1.11,-0.96,-5.27,-0.84,-10.66,0.87,9.29,13.030695948035882,16.16,1,0,0.0
25.71,4.32,16.60521298419211,56.73517328028479,15.94,3.74,0.78,0.63,0.89,34.37,-1.87,1.02,2.47,3.78,0.18,0.82,1.04,32.75,8.57,5.6,3.47,16.79,3.04,10.2,0.87,8.45,135.03,11.17,1,0,3.0
25.71,4.32,16.60521298419211,56.73517328028479,15.94,3.74,0.78,0.63,0.89,34.37,-1.87,1.02,2.47,3.78,0.18,0.82,1.04,32.75,8.57,5.6,3.47,16.79,3.04,10.2,0.87,8.45,135.03,11.17,1,0,3.0
-10.09,25.02,16.60521298419211,56.73517328028479,-13.88,0.45,0.59,-1.11,0.56,-4.41,-1.21,7.85,-22.02,-4.35,0.02,0.98,0.79,28.62,-0.8,-4.06,-5.59,-247.92,-5.87,-24.9,1.05,2.5,13.030695948035882,4.39,1,0,3.0
-10.09,25.02,16.60521298419211,56.73517328028479,-13.88,0.45,0.59,-1.11,0.56,-4.41,-1.21,7.85,-22.02,-4.35,0.02,0.98,0.79,28.62,-0.8,-4.06,-5.59,-247.92,-5.87,-24.9,1.05,2.5,13.030695948035882,4.39,1,0,3.0
-21.24,2.79,16.60521298419211,56.73517328028479,16.07,1.57,0.23,-0.21,0.21,-2.73,-0.52,0.27,1.07,1.95,0.12,0.88,0.91,29.33,2.4,1.31,-0.99,-10.58,-1.27,3.35,1.28,4.36,13.030695948035882,7.93,1,0,0.0
-21.24,2.79,16.60521298419211,56.73517328028479,16.07,1.57,0.23,-0.21,0.21,-2.73,-0.52,0.27,1.07,1.95,0.12,0.88,0.91,29.33,2.4,1.31,-0.99,-10.58,-1.27,3.35,1.28,4.36,13.030695948035882,7.93,1,0,0.0
52.51,3.69,16.60521298419211,56.73517328028479,9.83,2.15,0.52,0.15,0.4,-4.94,-1.36,0.06,0.13,0.16,0.15,0.85,0.87,31.84,5.22,4.06,0.76,6.59,0.98,13.41,1.29,5.72,-9.47,3.75,1,0,3.0
52.51,3.69,16.60521298419211,56.73517328028479,9.83,2.15,0.52,0.15,0.4,-4.94,-1.36,0.06,0.13,0.16,0.15,0.85,0.87,31.84,5.22,4.06,0.76,6.59,0.98,13.41,1.29,5.72,-9.47,3.75,1,0,3.0
-48.92,1.66,16.60521298419211,56.73517328028479,6.52,2.18,0.27,-0.07,0.23,-3.45,-0.68,-0.03,-0.13,-0.13,0.16,0.84,0.89,33.84,3.6,3.6,-0.48,-3.38,-0.54,10.09,1.13,2.14,13.030695948035882,1.5,1,0,3.0
-48.92,1.66,16.60521298419211,56.73517328028479,6.52,2.18,0.27,-0.07,0.23,-3.45,-0.68,-0.03,-0.13,-0.13,0.16,0.84,0.89,33.84,3.6,3.6,-0.48,-3.38,-0.54,10.09,1.13,2.14,13.030695948035882,1.5,1,0,3.0
133.68,0.44,16.60521298419211,56.73517328028479,2.65,3.29,0.11,0.01,0.1,1.56,-0.33,-0.55,10.20935542857143,-3.28,0.26,0.74,1.13,32.04,-30.19358475630441,3.67,0.07,0.33,0.09,8.54,1.18,17.49,13.030695948035882,6.8,1,0,0.0
133.68,0.44,16.60521298419211,56.73517328028479,2.65,3.29,0.11,0.01,0.1,1.56,-0.33,-0.55,10.20935542857143,-3.28,0.26,0.74,1.13,32.04,-30.19358475630441,3.67,0.07,0.33,0.09,8.54,1.18,17.49,13.030695948035882,6.8,1,0,0.0
10.08,2.04,16.60521298419211,56.73517328028479,4.34,3.33,0.56,0.67,0.39,8.79,-1.8,-0.11,10.20935542857143,-0.25,0.29,0.71,1.37,32.44,-30.19358475630441,8.93,3.84,18.47,5.44,17.86,1.42,41.75,13.030695948035882,7.51,1,0,1.0
10.08,2.04,16.60521298419211,56.73517328028479,4.34,3.33,0.56,0.67,0.39,8.79,-1.8,-0.11,10.20935542857143,-0.25,0.29,0.71,1.37,32.44,-30.19358475630441,8.93,3.84,18.47,5.44,17.86,1.42,41.75,13.030695948035882,7.51,1,0,1.0
2.09,0.61,16.60521298419211,56.73517328028479,1.08,12.24,0.18,3.59,0.11,2.06,-0.54,0.11,10.20935542857143,0.19,0.29,0.71,1.15,30.8,-30.19358475630441,10.29,5.33,29.36,8.62,21.81,1.62,41.55,13.030695948035882,4.5,1,0,3.0
2.09,0.61,16.60521298419211,56.73517328028479,1.08,12.24,0.18,3.59,0.11,2.06,-0.54,0.11,10.20935542857143,0.19,0.29,0.71,1.15,30.8,-30.19358475630441,10.29,5.33,29.36,8.62,21.81,1.62,41.55,13.030695948035882,4.5,1,0,3.0
5.76,0.63,6.54,23.93,20.43,9.72,0.22,1.07,0.37,1.25,-0.4,0.11,0.96,3.5,0.35,0.65,1.63,46.52,6.59,1.8,6.38,10.99,3.79,-5.38,0.59,1.51,13.030695948035882,12.89,1,0,0.0
-23.89,1.5,44.77,-22.38,-24.19,8.61,0.54,-0.54,0.97,3.13,-1.05,-0.11,-3.63,1.81,0.36,0.64,1.56,46.42,2.01,-4.02,-4.07,-6.27,-2.28,-6.56,0.56,8.991378868978357,13.030695948035882,17.940001,1,0,0.0
35.01,2.89,16.60521298419211,22.11,17.39,6.2,1.0,0.51,1.06,5.7,5.7,0.42,0.73,1.1,0.45,0.55,1712.99,48.59,29.55,19.55,0.02,0.04,0.02,13.47,0.88,8.991378868978357,13.030695948035882,16.77,1,0,0.0
12.26,5.71,8.08,9.3,10.96,1.4,1.31,0.65,1.06,30.75,-5.38,-0.23,-0.39,-0.45,0.23,0.77,1.07,17.71,11.09,9.64,8.61,46.53,10.7,27.59,1.24,14.11,25.75,8.16,1,0,1.0
17.21,6.36,8.62,10.0,12.53,1.28,1.73,0.47,1.32,16.68,-7.3,-0.84,-1.42,-1.65,0.27,0.73,1.16,20.2,12.27,10.57,7.69,36.97,10.03,31.87,1.3,-0.28,19.96,10.25,1,0,0.0
